form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00812792,B-47325,,,ORG,GUSTO,,,,,,525 20TH STREET,,SAN FRANCISCO,CA,94107,G2024,,2024-05-08,1264.26,,PAYROLL,001,,,,,,,,,,,,,,,,,,,
SB21B,C00812792,B-47326,,,ORG,GUSTO,,,,,,525 20TH STREET,,SAN FRANCISCO,CA,94107,G2024,,2024-05-08,3290.15,,PAYROLL,001,,,,,,,,,,,,,,,,,,,
SB21B,C00812792,B-47330,,,ORG,MAILCHIMP,,,,,,675 PONCE DE LEON AVE NE,5000,ATLANTA,GA,30308,G2024,,2024-05-10,1102.40,,EMAIL MARKETING,001,,,,,,,,,,,,,,,,,,,
SB21B,C00812792,B-47338,,,ORG,GUSTO,,,,,,525 20TH STREET,,SAN FRANCISCO,CA,94107,G2024,,2024-05-17,977.36,,PAYROLL,001,,,,,,,,,,,,,,,,,,,
SB21B,C00812792,B-47339,,,ORG,GUSTO,,,,,,525 20TH STREET,,SAN FRANCISCO,CA,94107,G2024,,2024-05-17,2748.99,,PAYROLL,001,,,,,,,,,,,,,,,,,,,
SB21B,C00812792,B-47341,,,ORG,GRASSROOTS ANALYTICS,,,,,,806 7TH ST,NW,WASHINGTON,DC,20001,G2024,,2024-05-23,480.03,,LIST AQUISITION,001,,,,,,,,,,,,,,,,,,,
SB21B,C00812792,B-47345,,,ORG,GUSTO,,,,,,525 20TH STREET,,SAN FRANCISCO,CA,94107,G2024,,2024-05-23,1264.28,,PAYROLL,001,,,,,,,,,,,,,,,,,,,
SB21B,C00812792,B-47346,,,ORG,GUSTO,,,,,,525 20TH STREET,,SAN FRANCISCO,CA,94107,G2024,,2024-05-23,3290.14,,PAYROLL,001,,,,,,,,,,,,,,,,,,,
SB21B,C00812792,B-47344,,,IND,,JESKE,ETHAN,,,ATERS EDGE,,,MURPHY,TX,75094,G2024,,2024-05-23,300.00,,ADMINISTRATIVE EXPENSE,001,,,,,,,,,,,,,,,,,,,
SB21B,C00812792,B-47342,,,ORG,TATANGO,,,,,,600 STEWART STREET,SUITE 400,SEATTLE,WA,98101,G2024,,2024-05-23,530.00,,FUNDRAISING EXPENSE,001,,,,,,,,,,,,,,,,,,,
SB21B,C00812792,B-47351,,,ORG,TATANGO,,,,,,600 STEWART STREET,SUITE 400,SEATTLE,WA,98101,G2024,,2024-05-28,422.94,,FUNDRAISING EXPENSE,001,,,,,,,,,,,,,,,,,,,
SB21B,C00812792,B-47352,,,ORG,TATANGO,,,,,,600 STEWART STREET,SUITE 400,SEATTLE,WA,98101,G2024,,2024-05-29,530.00,,FUNDRAISING EXPENSE,001,,,,,,,,,,,,,,,,,,,
SB21B,C00812792,B-47355,,,ORG,GUSTO,,,,,,525 20TH STREET,,SAN FRANCISCO,CA,94107,G2024,,2024-06-04,1060.40,,PAYROLL,001,,,,,,,,,,,,,,,,,,,
SB21B,C00812792,B-47356,,,ORG,GUSTO,,,,,,525 20TH STREET,,SAN FRANCISCO,CA,94107,G2024,,2024-06-04,1264.28,,PAYROLL,001,,,,,,,,,,,,,,,,,,,
SB21B,C00812792,B-47357,,,ORG,GUSTO,,,,,,525 20TH STREET,,SAN FRANCISCO,CA,94107,G2024,,2024-06-04,2000.00,,PAYROLL,001,,,,,,,,,,,,,,,,,,,
SB21B,C00812792,B-47358,,,ORG,GUSTO,,,,,,525 20TH STREET,,SAN FRANCISCO,CA,94107,G2024,,2024-06-04,3294.14,,PAYROLL,001,,,,,,,,,,,,,,,,,,,
SB21B,C00812792,B-47354,,,ORG,INTEGRATED SOLUTIONS,,,,,,,,SAN DIEGO,CA,92116,G2024,,2024-06-04,850.00,,COMPLIANCE,001,,,,,,,,,,,,,,,,,,,
SB21B,C00812792,B-47360,,,ORG,GUSTO,,,,,,525 20TH STREET,,SAN FRANCISCO,CA,94107,G2024,,2024-06-07,460.00,,PAYROLL,001,,,,,,,,,,,,,,,,,,,
SB21B,C00812792,B-47363,,,ORG,MAILCHIMP,,,,,,675 PONCE DE LEON AVE NE,5000,ATLANTA,GA,30308,G2024,,2024-06-10,1038.80,,EMAIL MARKETING,001,,,,,,,,,,,,,,,,,,,
SB21B,C00812792,B-47365,,,IND,,JESKE,ETHAN,,,ATERS EDGE,,,MURPHY,TX,75094,G2024,,2024-06-13,420.00,,ADMINISTRATIVE EXPENSE,001,,,,,,,,,,,,,,,,,,,
SB21B,C00812792,B-47376,,,IND,,JESKE,ETHAN,,,ATERS EDGE,,,MURPHY,TX,75094,G2024,,2024-06-18,500.00,,ADMINISTRATIVE EXPENSE,001,,,,,,,,,,,,,,,,,,,
SB21B,C00812792,B-47377,,,ORG,SURE PAYROLL,,,,,,2700 PATRIOT BLVD,STE 300,GLENVIEW,IL,60026,G2024,,2024-06-18,4554.42,,PAYROLL,001,,,,,,,,,,,,,,,,,,,
SB21B,C00812792,B-47378,,,ORG,TATANGO,,,,,,600 STEWART STREET,SUITE 400,SEATTLE,WA,98101,G2024,,2024-06-18,424.00,,FUNDRAISING EXPENSE,001,,,,,,,,,,,,,,,,,,,
SB21B,C00812792,B-47381,,,ORG,SURE PAYROLL,,,,,,2700 PATRIOT BLVD,STE 300,GLENVIEW,IL,60026,G2024,,2024-06-21,4749.41,,PAYROLL,001,,,,,,,,,,,,,,,,,,,
SB21B,C00812792,B-47383,,,IND,,JESKE,ETHAN,,,ATERS EDGE,,,MURPHY,TX,75094,G2024,,2024-06-27,460.00,,ADMINISTRATIVE EXPENSE,001,,,,,,,,,,,,,,,,,,,
SB21B,C00812792,B-47386,,,ORG,TATANGO,,,,,,600 STEWART STREET,SUITE 400,SEATTLE,WA,98101,G2024,,2024-06-28,422.94,,FUNDRAISING EXPENSE,001,,,,,,,,,,,,,,,,,,,
