form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00770214,SB21B.I22202,,,ORG,CMDI,,,,,,1593 SPRING HILL ROAD,SUITE 400,TYSONS CORNER,VA,22182,,,2024-04-03,4441.35,,COMPLIANCE SOFTWARE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00770214,SB21B.I22693,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-04-08,257.76,,CONDUIT TRANSACTION FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00770214,SB21B.I22694,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-04-09,201.27,,CONDUIT TRANSACTION FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00770214,SB21B.I22695,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-04-10,970.87,,CONDUIT TRANSACTION FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00770214,SB21B.I22696,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-04-11,451.80,,CONDUIT TRANSACTION FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00770214,SB21B.I22697,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-04-12,532.88,,CONDUIT TRANSACTION FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00770214,SB21B.I22698,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-04-13,296.14,,CONDUIT TRANSACTION FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00770214,SB21B.I22699,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-04-14,261.17,,CONDUIT TRANSACTION FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00770214,SB21B.I22700,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-04-15,399.77,,CONDUIT TRANSACTION FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00770214,SB21B.I22701,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-04-16,282.06,,CONDUIT TRANSACTION FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00770214,SB21B.I23031,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-04-17,363.76,,CONDUIT TRANSACTION FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00770214,SB21B.I23032,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-04-18,580.00,,CONDUIT TRANSACTION FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00770214,SB21B.I23033,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-04-19,342.07,,CONDUIT TRANSACTION FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00770214,SB21B.I23034,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-04-20,313.51,,CONDUIT TRANSACTION FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00770214,SB21B.I23035,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-04-21,302.97,,CONDUIT TRANSACTION FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00770214,SB21B.I23036,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-04-22,221.25,,CONDUIT TRANSACTION FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00770214,SB21B.I23037,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-04-23,302.96,,CONDUIT TRANSACTION FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00770214,SB21B.I23038,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-04-24,354.66,,CONDUIT TRANSACTION FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00770214,SB21B.I23039,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-04-25,159.37,,CONDUIT TRANSACTION FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00770214,SB21B.I23040,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-04-26,229.33,,CONDUIT TRANSACTION FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00770214,SB21B.I23041,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-04-27,279.13,,CONDUIT TRANSACTION FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00770214,SB21B.I23042,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-04-28,542.81,,CONDUIT TRANSACTION FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00770214,SB21B.I23174,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-04-29,265.02,,CONDUIT TRANSACTION FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00770214,SB21B.I23175,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-04-30,648.39,,CONDUIT TRANSACTION FEE,,,,,,,,,,,,,  ,,,,,,,
