form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00571182,B-52297,,,ORG,Gusto,,,,,,450 Park Ave S,,New York,NY,10016,,,2023-01-15,130.74,,Payroll Taxes,,,,,,,,,,,,,,,,,,,,
SB21B,C00571182,B-52298,,,ORG,Gusto,,,,,,450 Park Ave S,,New York,NY,10016,,,2023-01-15,596.49,,Payroll - See Memos,,,,,,,,,,,,,,,,,,,,
SB21B,C00571182,B-52299,B-52298,,IND,,Davidson,Michelle,R,,,928 W Glenrosa Ave,,Phoenix,AZ,85013,,,2023-01-15,376.47,,Payroll,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Gusto
SB21B,C00571182,B-52300,B-52298,,IND,,Tomsheck,Cullen,P.,,,3000 Connecticut Ave NW Apt 418,,Washington,DC,20008,,,2023-01-15,220.02,,Payroll,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Gusto
SB21B,C00571182,B-52301,,,ORG,Barclays Card Services,,,,,,PO Box 13337,,Philadelphia,PA,19101,,,2023-01-20,6148.54,,Credit Card Payment - See Memo's if Itemized,,,,,,,,,,,,,,,,,,,,
SB21B,C00571182,B-52302,B-52301,,ORG,Sixt Ride GmbH & C. KG,,,,,,Zugspitzstrasse 1,,Pullach,,82049,,,2023-01-20,736.09,,Car Service,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Barclays Card Services
SB21B,C00571182,B-52303,B-52301,,ORG,Hilton Hotels & Resorts,,,,,,9336 Civic Center Dr,,Beverly Hills,CA,90210,,,2023-01-20,252.28,,Lodging,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Barclays Card Services
SB21B,C00571182,B-52304,B-52301,,ORG,American Airlines,,,,,,4255 Amon Carter Blvd,,Fort Worth,TX,76155,,,2023-01-20,-689.09,,Airfare Refund,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Barclays Card Services
SB21B,C00571182,B-52305,B-52301,,ORG,Hilton Hotels & Resorts,,,,,,9336 Civic Center Dr,,Beverly Hills,CA,90210,,,2023-01-20,1859.23,,Lodging,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Barclays Card Services
SB21B,C00571182,B-52307,B-52301,,ORG,Sixt Ride GmbH & C. KG,,,,,,Zugspitzstrasse 1,,Pullach,,82049,,,2023-01-20,43.73,,Car Service,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Barclays Card Services
SB21B,C00571182,B-52308,B-52301,,ORG,Sixt Ride GmbH & C. KG,,,,,,Zugspitzstrasse 1,,Pullach,,82049,,,2023-01-20,41.31,,Car Service,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Barclays Card Services
SB21B,C00571182,B-52310,B-52301,,ORG,Arista Winery,,,,,,7015 Westside Rd,,Healdsburg,CA,95448,,,2023-01-20,1145.00,,Event Catering,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Barclays Card Services
SB21B,C00571182,B-52311,B-52301,,ORG,Sixt Ride GmbH & C. KG,,,,,,Zugspitzstrasse 1,,Pullach,,82049,,,2023-01-20,489.24,,Car Service,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Barclays Card Services
SB21B,C00571182,B-52312,B-52301,,ORG,Delta Airlines,,,,,,1030 Delta BLVD,,Atlanta,GA,303206001,,,2023-01-20,2057.80,,Airfare,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Barclays Card Services
SB21B,C00571182,B-52314,,,ORG,"Fulkerson Kennedy & Company, LLC",,,,,,"660 Pennsylvania Ave SE, Suite 201",,Washington,DC,20003,,,2023-01-24,45133.18,,Fundraising Event Expenses Reimbursement,,,,,,,,,,,,,,,,,,,,
SB21B,C00571182,B-52315,,,ORG,Barclays Card Services,,,,,,PO Box 13337,,Philadelphia,PA,19101,,,2023-01-25,3415.72,,Credit Card Payment - See Memo's if Itemized,,,,,,,,,,,,,,,,,,,,
SB21B,C00571182,B-52317,B-52315,,ORG,The Donum Estate,,,,,,24500 Ramal Rd,,Sonoma,CA,95476,,,2023-01-25,890.79,,Event Catering,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Barclays Card Services
SB21B,C00571182,B-52318,B-52315,,ORG,Arista Winery,,,,,,7015 Westside Rd,,Healdsburg,CA,95448,,,2023-01-25,94.00,,Event Catering,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Barclays Card Services
SB21B,C00571182,B-52319,B-52315,,ORG,Neues Schloss Private Hotel,,,,,,Stockerstrasse 17,,Zurich,,08002,,,2023-01-25,408.55,,Lodging,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Barclays Card Services
SB21B,C00571182,B-52320,B-52315,,ORG,Promontory,,,,,,1601 Oakville Grade,,Oakville,CA,94562,,,2023-01-25,2000.00,,Event Catering,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Barclays Card Services
SB21B,C00571182,B-52322,,,ORG,Amalgamated Bank,,,,,,275 Seventh Ave,,New York,NY,10001,,,2023-01-26,165.21,,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00571182,B-52323,,,ORG,Amalgamated Bank,,,,,,275 Seventh Ave,,New York,NY,10001,,,2023-01-26,449.91,,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00571182,B-52324,,,ORG,Gusto,,,,,,450 Park Ave S,,New York,NY,10016,,,2023-01-31,404.50,,Payroll Taxes,,,,,,,,,,,,,,,,,,,,
SB21B,C00571182,B-52325,,,ORG,Gusto,,,,,,450 Park Ave S,,New York,NY,10016,,,2023-01-31,1251.13,,Payroll - See Memos,,,,,,,,,,,,,,,,,,,,
SB21B,C00571182,B-52326,B-52325,,IND,,Tomsheck,Cullen,P.,,,3000 Connecticut Ave NW Apt 418,,Washington,DC,20008,,,2023-01-31,874.67,,Payroll,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Gusto
SB21B,C00571182,B-52327,B-52325,,IND,,Davidson,Michelle,R,,,928 W Glenrosa Ave,,Phoenix,AZ,85013,,,2023-01-31,376.46,,Payroll,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Gusto
SB21B,C00571182,B-52328,,,ORG,"Fulkerson Kennedy & Company, LLC",,,,,,"660 Pennsylvania Ave SE, Suite 201",,Washington,DC,20003,,,2023-02-01,19162.41,,Reimbursed Fundraising Expenses & Consulting Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00571182,B-52329,B-52328,,ORG,"Fulkerson Kennedy & Company, LLC",,,,,,"660 Pennsylvania Ave SE, Suite 201",,Washington,DC,20003,,,2023-02-01,7273.52,,Fundraising Event Expenses Reimbursement,,,,,,,,,,,,,,,,,,,X,"MEMO: Subvendor of-Fulkerson Kennedy & Company, LLC"
SB21B,C00571182,B-52330,B-52328,,ORG,"Fulkerson Kennedy & Company, LLC",,,,,,"660 Pennsylvania Ave SE, Suite 201",,Washington,DC,20003,,,2023-02-01,10000.00,,Fundraising Consulting,,,,,,,,,,,,,,,,,,,X,"MEMO: Subvendor of-Fulkerson Kennedy & Company, LLC"
SB21B,C00571182,B-52331,B-52328,,ORG,"Fulkerson Kennedy & Company, LLC",,,,,,"660 Pennsylvania Ave SE, Suite 201",,Washington,DC,20003,,,2023-02-01,1888.89,,Fundraising Consulting,,,,,,,,,,,,,,,,,,,X,"MEMO: Subvendor of-Fulkerson Kennedy & Company, LLC"
SB21B,C00571182,B-52332,,,ORG,TOA Group LLC,,,,,,3104 E Camelback Rd,Suite 2031,Phoenix,AZ,85016,,,2023-02-01,45313.95,,Reimbursed Security Expenses - See Memos,,,,,,,,,,,,,,,,,,,,
SB21B,C00571182,B-52333,B-52332,,ORG,TOA Group LLC,,,,,,3104 E Camelback Rd,Suite 2031,Phoenix,AZ,85016,,,2023-02-01,25493.18,,Reimbursed Security Detail Travel & Accommodation Expenses,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-TOA Group LLC
SB21B,C00571182,B-52334,B-52332,,ORG,TOA Group LLC,,,,,,3104 E Camelback Rd,Suite 2031,Phoenix,AZ,85016,,,2023-02-01,347.89,,Reimbursed Security Detail Travel Expenses,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-TOA Group LLC
SB21B,C00571182,B-52335,B-52332,,ORG,TOA Group LLC,,,,,,3104 E Camelback Rd,Suite 2031,Phoenix,AZ,85016,,,2023-02-01,1631.32,,Reimbursed Security Detail Travel Meals & Supplies,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-TOA Group LLC
SB21B,C00571182,B-52336,B-52332,,ORG,TOA Group LLC,,,,,,3104 E Camelback Rd,Suite 2031,Phoenix,AZ,85016,,,2023-02-01,16110.00,,Security Detail Agents,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-TOA Group LLC
SB21B,C00571182,B-52337,B-52332,,ORG,TOA Group LLC,,,,,,3104 E Camelback Rd,Suite 2031,Phoenix,AZ,85016,,,2023-02-01,1731.56,,Reimbursed Security Detail Medical Supplies & Equipment,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-TOA Group LLC
SB21B,C00571182,B-52338,,,ORG,"Fulkerson Kennedy & Company, LLC",,,,,,"660 Pennsylvania Ave SE, Suite 201",,Washington,DC,20003,,,2023-02-02,4095.00,,Fundraising Event Expenses Reimbursement,,,,,,,,,,,,,,,,,,,,
SB21B,C00571182,B-52339,,,ORG,Flying Zebra,,,,,,67 Tower Rd,Hanger T,West Harrison,NY,10604,,,2023-02-03,15727.25,,Airfare,,,,,,,,,,,,,,,,,,,,
SB21B,C00571182,B-52340,,,ORG,Barclays Card Services,,,,,,PO Box 13337,,Philadelphia,PA,19101,,,2023-02-06,8861.96,,Credit Card Payment - See Memo's if Itemized,,,,,,,,,,,,,,,,,,,,
SB21B,C00571182,B-52341,B-52340,,ORG,1-800 Flowers.com,,,,,,Internet order,,No address,AZ,00000,,,2023-02-06,182.30,,Memorial Service Flowers,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Barclays Card Services
SB21B,C00571182,B-52342,B-52340,,ORG,1-800 Flowers.com,,,,,,Internet order,,No address,AZ,00000,,,2023-02-06,130.42,,Memorial Service Flowers,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Barclays Card Services
SB21B,C00571182,B-52343,B-52340,,ORG,Delta Airlines,,,,,,1030 Delta BLVD,,Atlanta,GA,303206001,,,2023-02-06,12.00,,InFlight WiFi,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Barclays Card Services
SB21B,C00571182,B-52344,B-52340,,ORG,Eurostar International Ltd,,,,,,Times House,Bravingtons Walk,London,,,,,2023-02-06,65.00,,Train Fare,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Barclays Card Services
SB21B,C00571182,B-52345,B-52340,,ORG,Eurostar International Ltd,,,,,,Times House,Bravingtons Walk,London,,,,,2023-02-06,368.00,,Train Fare,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Barclays Card Services
SB21B,C00571182,B-52347,B-52340,,ORG,High West Saloon,,,,,,703 Park Ave,,Park City,UT,84060,,,2023-02-06,211.38,,Meeting Meal Expense,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Barclays Card Services
SB21B,C00571182,B-52348,B-52340,,ORG,JetBlue Airways,,,,,,2701 Queens Plaza N,,Long Island,NY,11101,,,2023-02-06,233.90,,Airfare,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Barclays Card Services
SB21B,C00571182,B-52351,B-52340,,ORG,"Slack Technologies, Inc.",,,,,,500 Howard St,,San Francisco,CA,94105,,,2023-02-06,467.15,,Communications Software Subscription,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Barclays Card Services
SB21B,C00571182,B-52353,B-52340,,ORG,State Farm Stadium,,,,,,1 Cardinals Dr,,Glendale,AZ,85305,,,2023-02-06,6250.50,,Event Facility & Catering Expense,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Barclays Card Services
SB21B,C00571182,B-52355,B-52340,,ORG,White Pine Touring,,,,,,540 Main St,,Park City,UT,84060,,,2023-02-06,381.83,,Event Rental Expense,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Barclays Card Services
SB21B,C00571182,B-52359,,,ORG,Gusto,,,,,,450 Park Ave S,,New York,NY,10016,,,2023-02-06,70.98,,Payroll Service Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00571182,B-52360,,,ORG,Chase Card Services,,,,,,PO Box 94014,,Palatine,IL,600944014,,,2023-02-09,43363.30,,Credit Card Payment - See Memos,,,,,,,,,,,,,,,,,,,,
SB21B,C00571182,B-52361,B-52360,,ORG,"Montage North America, LLC",,,,,,PO Box 94014,,Palatine,IL,600944014,,,2023-02-09,43363.30,,Advanced Event Deposit,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Chase Card Services
SB21B,C00571182,B-52362,,,ORG,Barclays Card Services,,,,,,PO Box 13337,,Philadelphia,PA,19101,,,2023-02-10,3692.04,,Credit Card Payment - See Memo's if Itemized,,,,,,,,,,,,,,,,,,,,
SB21B,C00571182,B-52363,B-52362,,ORG,The Ritz-Carlton Hotel Company LLC,,,,,,10400 Fernwood Rd,,Bethesda,MD,20817,,,2023-02-10,597.77,,Lodging,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Barclays Card Services
SB21B,C00571182,B-52365,B-52362,,ORG,Valley Wine Merchant LLC,,,,,,112 S College St,,Newberry,OR,97132,,,2023-02-10,736.95,,Event Catering,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Barclays Card Services
SB21B,C00571182,B-52366,B-52362,,ORG,Valley Wine Merchant LLC,,,,,,112 S College St,,Newberry,OR,97132,,,2023-02-10,726.00,,Event Catering,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Barclays Card Services
SB21B,C00571182,B-52368,B-52362,,ORG,Smugmug.com,,,,,,67 E Evelyn Ave Ste 200,,Mountain View,CA,94041,,,2023-02-10,820.40,,Donor Appreciation,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Barclays Card Services
SB21B,C00571182,B-52370,B-52362,,ORG,Three Sticks Wines,,,,,,143 W Spain St,,Sonoma,CA,95476,,,2023-02-10,532.14,,Event Catering,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Barclays Card Services
SB21B,C00571182,B-52372,,,ORG,Gusto,,,,,,450 Park Ave S,,New York,NY,10016,,,2023-02-15,254.06,,Payroll Taxes,,,,,,,,,,,,,,,,,,,,
SB21B,C00571182,B-52373,,,ORG,Gusto,,,,,,450 Park Ave S,,New York,NY,10016,,,2023-02-15,937.36,,Payroll - See Memos,,,,,,,,,,,,,,,,,,,,
SB21B,C00571182,B-52374,B-52373,,IND,,Davidson,Michelle,R,,,928 W Glenrosa Ave,,Phoenix,AZ,85013,,,2023-02-15,376.46,,Payroll,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Gusto
SB21B,C00571182,B-52375,B-52373,,IND,,Tomsheck,Cullen,P.,,,3000 Connecticut Ave NW Apt 418,,Washington,DC,20008,,,2023-02-15,560.90,,Payroll,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Gusto
SB21B,C00571182,B-52371,,,ORG,Santa Rosa Partners LLC,,,,,,251 Little Falls Dr,,Wilmington,DE,19808,,,2023-02-15,4400.00,,Compliance Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00571182,B-52376,,,ORG,Integrated Solutions: Political,,,,,,4142 Adams Avenue,Ste 103-550,San Diego,CA,92116,,,2023-02-16,500.00,,Software Subscription,,,,,,,,,,,,,,,,,,,,
SB21B,C00571182,B-52377,,,ORG,Barclays Card Services,,,,,,PO Box 13337,,Philadelphia,PA,19101,,,2023-02-17,2748.31,,Credit Card Payment - See Memo's if Itemized,,,,,,,,,,,,,,,,,,,,
SB21B,C00571182,B-52378,B-52377,,ORG,Centrolina,,,,,,974 Palmer Alley NW,,Washington,DC,20001,,,2023-02-17,2007.73,,Event Catering,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Barclays Card Services
SB21B,C00571182,B-52379,B-52377,,ORG,Centrolina,,,,,,974 Palmer Alley NW,,Washington,DC,20001,,,2023-02-17,602.11,,Event Catering,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Barclays Card Services
SB21B,C00571182,B-52381,,,ORG,"Fulkerson Kennedy & Company, LLC",,,,,,"660 Pennsylvania Ave SE, Suite 201",,Washington,DC,20003,,,2023-02-17,37075.75,,Fundraising Event Expenses Reimbursement,,,,,,,,,,,,,,,,,,,,
SB21B,C00571182,B-52502,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Cambridge,MA,02238,,,2023-02-19,197.50,,Merchant Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00571182,B-52383,,,ORG,Amalgamated Bank,,,,,,275 Seventh Ave,,New York,NY,10001,,,2023-02-23,469.30,,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00571182,B-52386,,,ORG,Barclays Card Services,,,,,,PO Box 13337,,Philadelphia,PA,19101,,,2023-02-27,4429.02,,Credit Card Payment - See Memo's if Itemized,,,,,,,,,,,,,,,,,,,,
SB21B,C00571182,B-52387,B-52386,,ORG,Audeant Wines,,,,,,9675 Hopewell Rd NW,,Salem,OR,97304,,,2023-02-27,562.81,,Event Catering,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Barclays Card Services
SB21B,C00571182,B-52388,B-52386,,ORG,The River Restaurant,,,,,,The Savoy Hotel,Strand,London,,,,,2023-02-27,331.13,,Meeting Meal Expense,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Barclays Card Services
SB21B,C00571182,B-52390,B-52386,,ORG,Le Roch Hotel & Spa,,,,,,28 rue Saint Roch,,"Paris, France",,75001,,,2023-02-27,2569.64,,Lodging,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Barclays Card Services
SB21B,C00571182,B-52392,B-52386,,ORG,Mandarin Oriental Paris,,,,,,251 Rue Saint-Honore,,Paris,,75001,,,2023-02-27,198.38,,Meeting Meal Expense,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Barclays Card Services
SB21B,C00571182,B-52393,B-52386,,ORG,"Whole Foods Market, Inc.",,,,,,550 Bowie Street,,Austin,TX,787034644,,,2023-02-27,47.46,,Security Detail Groceries & Supplies,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Barclays Card Services
SB21B,C00571182,B-52396,B-52386,,ORG,Mandarin Oriental Paris,,,,,,251 Rue Saint-Honore,,Paris,,75001,,,2023-02-27,23.40,,Meeting Meal Expense,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Barclays Card Services
SB21B,C00571182,B-52397,B-52386,,ORG,Royal Palms Resort and Spa,,,,,,5200 E. Camelback Rd.,,Phoenix,AZ,85018,,,2023-02-27,55.86,,Meeting Meal Expense,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Barclays Card Services
SB21B,C00571182,B-52398,B-52386,,ORG,American Airlines,,,,,,4255 Amon Carter Blvd,,Fort Worth,TX,76155,,,2023-02-27,35.00,,Inflight WiFi,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Barclays Card Services
SB21B,C00571182,B-52406,B-52386,,ORG,Royal Palms Resort and Spa,,,,,,5200 E. Camelback Rd.,,Phoenix,AZ,85018,,,2023-02-27,195.00,,Meeting Meal Expense,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Barclays Card Services
SB21B,C00571182,B-52384,,,ORG,Chase Card Services,,,,,,PO Box 94014,,Palatine,IL,600944014,,,2023-02-27,2000.00,,Credit Card Payment - See Memo,,,,,,,,,,,,,,,,,,,,
SB21B,C00571182,B-52385,B-52384,,ORG,"Montage North America, LLC",,,,,,PO Box 94014,,Palatine,IL,600944014,,,2023-02-27,2000.00,,Advanced Event Deposit,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Chase Card Services
SB21B,C00571182,B-52412,,,ORG,Gusto,,,,,,450 Park Ave S,,New York,NY,10016,,,2023-02-28,254.06,,Payroll Taxes,,,,,,,,,,,,,,,,,,,,
SB21B,C00571182,B-52413,,,ORG,Gusto,,,,,,450 Park Ave S,,New York,NY,10016,,,2023-02-28,937.36,,Payroll - See Memos,,,,,,,,,,,,,,,,,,,,
SB21B,C00571182,B-52414,B-52413,,IND,,Tomsheck,Cullen,P.,,,3000 Connecticut Ave NW Apt 418,,Washington,DC,20008,,,2023-02-28,560.89,,Payroll,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Gusto
SB21B,C00571182,B-52415,B-52413,,IND,,Davidson,Michelle,R,,,928 W Glenrosa Ave,,Phoenix,AZ,85013,,,2023-02-28,376.47,,Payroll,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Gusto
SB21B,C00571182,B-52418,,,ORG,"Fulkerson Kennedy & Company, LLC",,,,,,"660 Pennsylvania Ave SE, Suite 201",,Washington,DC,20003,,,2023-03-01,31409.59,,Reimbursed Fundraising Expenses & Consulting Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00571182,B-52419,B-52418,,ORG,"Fulkerson Kennedy & Company, LLC",,,,,,"660 Pennsylvania Ave SE, Suite 201",,Washington,DC,20003,,,2023-03-01,3555.39,,Fundraising Consulting,,,,,,,,,,,,,,,,,,,X,"MEMO: Subvendor of-Fulkerson Kennedy & Company, LLC"
SB21B,C00571182,B-52420,B-52418,,ORG,"Fulkerson Kennedy & Company, LLC",,,,,,"660 Pennsylvania Ave SE, Suite 201",,Washington,DC,20003,,,2023-03-01,17854.20,,Fundraising Event Expenses Reimbursement,,,,,,,,,,,,,,,,,,,X,"MEMO: Subvendor of-Fulkerson Kennedy & Company, LLC"
SB21B,C00571182,B-52421,B-52418,,ORG,"Fulkerson Kennedy & Company, LLC",,,,,,"660 Pennsylvania Ave SE, Suite 201",,Washington,DC,20003,,,2023-03-01,10000.00,,Fundraising Consulting,,,,,,,,,,,,,,,,,,,X,"MEMO: Subvendor of-Fulkerson Kennedy & Company, LLC"
SB21B,C00571182,B-52424,,,ORG,Chase Card Services,,,,,,PO Box 94014,,Palatine,IL,600944014,,,2023-03-02,2000.00,,Credit Card Payment - See Memo,,,,,,,,,,,,,,,,,,,,
SB21B,C00571182,B-52425,B-52424,,ORG,"Montage North America, LLC",,,,,,PO Box 94014,,Palatine,IL,600944014,,,2023-03-02,2000.00,,Event Venue Advanced Deposit,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Chase Card Services
SB21B,C00571182,B-52423,,,ORG,Gusto,,,,,,450 Park Ave S,,New York,NY,10016,,,2023-03-02,67.98,,Payroll Service Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00571182,B-52422,,,ORG,Integrated Solutions: Political,,,,,,4142 Adams Avenue,Ste 103-550,San Diego,CA,92116,,,2023-03-02,250.00,,Software Subscription,,,,,,,,,,,,,,,,,,,,
SB21B,C00571182,B-52426,,,ORG,Santa Rosa Partners LLC,,,,,,251 Little Falls Dr,,Wilmington,DE,19808,,,2023-03-03,4400.00,,Compliance Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00571182,B-52428,,,ORG,Barclays Card Services,,,,,,PO Box 13337,,Philadelphia,PA,19101,,,2023-03-10,6783.02,,Credit Card Payment - See Memo's if Itemized,,,,,,,,,,,,,,,,,,,,
SB21B,C00571182,B-52429,B-52428,,ORG,Argyle Winery,,,,,,691 Or-99w,,Dundee,OR,97115,,,2023-03-10,166.16,,Event Catering,,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Barclays Card Services
