form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00568162,14037,,,ORG,NUNGESSER CONSULTING,,,,,,PO BOX 7,,BATON ROUGE,LA,70821,,,2023-01-24,9635.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,14038,,,ORG,NUNGESSER CONSULTING,,,,,,PO BOX 7,,BATON ROUGE,LA,70821,,,2023-01-24,1622.28,,FOOD/BEVERAGE / TRAVEL / DELIVERY SERVICE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,14039,,,ORG,NUNGESSER CONSULTING,,,,,,PO BOX 7,,BATON ROUGE,LA,70821,,,2023-01-24,5000.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,14052,,,ORG,"SE STRATEGIES, LLC",,,,,,238 9TH ST NE,,WASHINGTON,DC,20002,,,2023-01-24,3500.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,14058,,,ORG,TWELVE OAKS,,,,,,2776 S. ARLINGTON MILL DR #161,,ARLINGTON,VA,22206,,,2023-01-24,2800.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,14062,,,ORG,"WINRED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD,,ARLINGTON,VA,22209,,,2023-01-30,2776.20,,CREDIT CARD PROCESSING FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,14001,,,ORG,"BEACON CONSULTING, LLC",,,,,,421 1ST St SE,,WASHINGTON,DC,20003,,,2023-02-01,2963.61,,TRAVEL / FOOD/BEVERAGE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,14017,,,ORG,DRUCKER LAWHON,,,,,,530 10TH ST NE,,WASHINGTON,DC,20002,,,2023-02-01,29873.42,,FUNDRAISING CONSULTING / TRAVEL / CATERING / VENUE RENTAL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,14054,,,ORG,STRATEGIC ADVANCE SERVICES,,,,,,611 PENNSYLVANIA AVE SE #267,,WASHINGTON,DC,20003,,,2023-02-01,68025.29,,TRAVEL / FACILITY RENTAL / CATERING / FOOD/BEVERAGE / OFFICE SUPPLIES / TRAVEL CONSULTING SERVICES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,14040,,,ORG,NUNGESSER CONSULTING,,,,,,PO BOX 7,,BATON ROUGE,LA,70821,,,2023-02-03,350.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,14063,,,ORG,"WINRED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD,,ARLINGTON,VA,22209,,,2023-02-06,2739.05,,CREDIT CARD PROCESSING FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,14006,,,ORG,CMDI,,,,,,1593 SPRING HILL ROAD #400,,MCLEAN,VA,22182,,,2023-02-08,250.00,,DATABASE SERVICES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,14010,,,ORG,CORCORAN STRATEGIES,,,,,,200 CIRCLE AVENUE,,CHARLOTTE,NC,28207,,,2023-02-10,8698.98,,FUNDRAISING CONSULTING / PHONE SERVICE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,14018,,,ORG,DRUCKER LAWHON,,,,,,530 10TH ST NE,,WASHINGTON,DC,20002,,,2023-02-10,40603.50,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,14041,,,ORG,NUNGESSER CONSULTING,,,,,,PO BOX 7,,BATON ROUGE,LA,70821,,,2023-02-10,389.80,,FLORAL ARRANGEMENTS / DELIVERY SERVICE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,14042,,,ORG,NUNGESSER CONSULTING,,,,,,PO BOX 7,,BATON ROUGE,LA,70821,,,2023-02-10,1232.50,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,14043,,,ORG,NUNGESSER CONSULTING,,,,,,PO BOX 7,,BATON ROUGE,LA,70821,,,2023-02-10,6500.00,,FACILITY RENTAL / CATERING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,14044,,,ORG,NUNGESSER CONSULTING,,,,,,PO BOX 7,,BATON ROUGE,LA,70821,,,2023-02-10,14258.14,,FACILITY RENTAL / CATERING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,14055,,,ORG,STRATEGIC ADVANCE SERVICES,,,,,,611 PENNSYLVANIA AVE SE #267,,WASHINGTON,DC,20003,,,2023-02-10,22717.59,,TRAVEL / FACILITY RENTAL / CATERING / FOOD/BEVERAGE / OFFICE SUPPLIES / TRAVEL CONSULTING SERVICES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,14014,,,ORG,"CROSBY OTTENHOFF GROUP, LLC",,,,,,611 PENNSYLVANIA AVE SE #267,,WASHINGTON,DC,20003,,,2023-02-13,2375.00,,Compliance Consulting,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,14064,,,ORG,"WINRED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD,,ARLINGTON,VA,22209,,,2023-02-13,6894.70,,CREDIT CARD PROCESSING FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,14065,,,ORG,"WINRED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD,,ARLINGTON,VA,22209,,,2023-02-21,643.90,,CREDIT CARD PROCESSING FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,14002,,,ORG,"BEACON CONSULTING, LLC",,,,,,421 1ST St SE,,WASHINGTON,DC,20003,,,2023-02-23,5000.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,14003,,,ORG,"BEACON CONSULTING, LLC",,,,,,421 1ST St SE,,WASHINGTON,DC,20003,,,2023-02-23,956.21,,TRAVEL / FOOD/BEVERAGE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,14019,,,ORG,DRUCKER LAWHON,,,,,,530 10TH ST NE,,WASHINGTON,DC,20002,,,2023-02-23,14713.10,,FUNDRAISING CONSULTING / TRAVEL / FOOD/BEVERAGE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,14066,,,ORG,"WINRED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD,,ARLINGTON,VA,22209,,,2023-02-27,3553.23,,CREDIT CARD PROCESSING FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,14007,,,ORG,CMDI,,,,,,1593 SPRING HILL ROAD #400,,MCLEAN,VA,22182,,,2023-03-06,250.00,,DATABASE SERVICES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,14067,,,ORG,"WINRED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD,,ARLINGTON,VA,22209,,,2023-03-06,5369.89,,CREDIT CARD PROCESSING FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,14011,,,ORG,CORCORAN STRATEGIES,,,,,,200 CIRCLE AVENUE,,CHARLOTTE,NC,28207,,,2023-03-07,8500.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,14029,,,ORG,LILLY & COMPANY,,,,,,"1005 CONGRESS AVE, STE 400",,AUSTIN,TX,78701,,,2023-03-07,6557.77,,FUNDRAISING CONSULTING / CATERING / TRAVEL / GRAPHIC DESIGN,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,14056,,,ORG,STRATEGIC ADVANCE SERVICES,,,,,,611 PENNSYLVANIA AVE SE #267,,WASHINGTON,DC,20003,,,2023-03-07,47285.09,,TRAVEL / FACILITY RENTAL / CATERING / FOOD/BEVERAGE / OFFICE SUPPLIES / TRAVEL CONSULTING SERVICES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,14068,,,ORG,"WINRED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD,,ARLINGTON,VA,22209,,,2023-03-13,4348.40,,CREDIT CARD PROCESSING FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,SB21B.3015521,,,IND,,WILLOX,NORMAN,,MR.,,198 OCEAN KEY WAY,,JUPITER,FL,334777358,,,2023-03-17,899.24,,IN-KIND OFFSET - FOOD/BEVERAGE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,14069,,,ORG,"WINRED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD,,ARLINGTON,VA,22209,,,2023-03-20,4293.42,,CREDIT CARD PROCESSING FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,14004,,,ORG,"C.C. ONNEN, LLC",,,,,,2860 ARIZONA TERRACE NW,,WASHINGTON,DC,20016,,,2023-03-21,10593.79,,FUNDRAISING CONSULTING / TRAVEL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,14015,,,ORG,"CROSBY OTTENHOFF GROUP, LLC",,,,,,611 PENNSYLVANIA AVE SE #267,,WASHINGTON,DC,20003,,,2023-03-21,3150.00,,Compliance Consulting,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,14020,,,ORG,DRUCKER LAWHON,,,,,,530 10TH ST NE,,WASHINGTON,DC,20002,,,2023-03-21,29806.69,,FUNDRAISING CONSULTING / TRAVEL / FOOD/BEVERAGE / POSTAGE / PRINTING / FACILITY RENTAL / CATERING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,14045,,,ORG,NUNGESSER CONSULTING,,,,,,PO BOX 7,,BATON ROUGE,LA,70821,,,2023-03-21,24417.97,,PRINTING / POSTAGE / DELIVERY SERVICE / CATERING / FACILITY RENTAL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,14070,,,ORG,"WINRED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD,,ARLINGTON,VA,22209,,,2023-03-27,4963.17,,CREDIT CARD PROCESSING FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,SB21B.3032164,,,IND,,GIDWITZ,RONALD,J.,,,285 SOUTH BEACH ROAD,,JUPITER ISLAND,FL,334552604,,,2023-03-29,8242.45,,IN-KIND OFFSET - FOOD/BEVERAGE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,14071,,,ORG,"WINRED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD,,ARLINGTON,VA,22209,,,2023-03-31,3449.87,,CREDIT CARD PROCESSING FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,14072,,,ORG,"WINRED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD,,ARLINGTON,VA,22209,,,2023-03-31,770.10,,CREDIT CARD PROCESSING FEE,,,,,,,,,,,,,  ,,,,,,,
