form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00873893,SB21B.1025359.29,SB21B.1025359,SB21B,ORG,UPS,,,,,,55 GLENLAKE PARKWAY NE,,ATLANTA,GA,30328,,,2024-08-29,38.15,,DELIVERY SERVICES,,,,,,,,,,,,,,,,,,,X
SB21B,C00873893,SB21B.1025359.30,SB21B.1025359,SB21B,ORG,UPS,,,,,,55 GLENLAKE PARKWAY NE,,ATLANTA,GA,30328,,,2024-09-01,27.99,,DELIVERY SERVICES,,,,,,,,,,,,,,,,,,,X
SB21B,C00873893,SB21B.1025359.31,SB21B.1025359,SB21B,ORG,UPS,,,,,,55 GLENLAKE PARKWAY NE,,ATLANTA,GA,30328,,,2024-09-07,27.99,,DELIVERY SERVICES,,,,,,,,,,,,,,,,,,,X
SB21B,C00873893,SB21B.1025359.32,SB21B.1025359,SB21B,ORG,UPS,,,,,,55 GLENLAKE PARKWAY NE,,ATLANTA,GA,30328,,,2024-09-08,27.99,,DELIVERY SERVICES,,,,,,,,,,,,,,,,,,,X
SB21B,C00873893,SB21B.1025359.33,SB21B.1025359,SB21B,ORG,UPS,,,,,,55 GLENLAKE PARKWAY NE,,ATLANTA,GA,30328,,,2024-09-08,27.99,,DELIVERY SERVICES,,,,,,,,,,,,,,,,,,,X
SB21B,C00873893,SB21B.1025359.34,SB21B.1025359,SB21B,ORG,UPS,,,,,,55 GLENLAKE PARKWAY NE,,ATLANTA,GA,30328,,,2024-09-11,19.39,,DELIVERY SERVICES,,,,,,,,,,,,,,,,,,,X
SB21B,C00873893,SB21B.1025359.35,SB21B.1025359,SB21B,ORG,UPS,,,,,,55 GLENLAKE PARKWAY NE,,ATLANTA,GA,30328,,,2024-09-11,27.99,,DELIVERY SERVICES,,,,,,,,,,,,,,,,,,,X
SB21B,C00873893,SB21B.1025359.36,SB21B.1025359,SB21B,ORG,UPS,,,,,,55 GLENLAKE PARKWAY NE,,ATLANTA,GA,30328,,,2024-09-12,27.99,,DELIVERY SERVICES,,,,,,,,,,,,,,,,,,,X
SB21B,C00873893,SB21B.1025359.37,SB21B.1025359,SB21B,ORG,UPS,,,,,,55 GLENLAKE PARKWAY NE,,ATLANTA,GA,30328,,,2024-09-14,13.75,,DELIVERY SERVICES,,,,,,,,,,,,,,,,,,,X
SB21B,C00873893,SB21B.1025359.38,SB21B.1025359,SB21B,ORG,UPS,,,,,,55 GLENLAKE PARKWAY NE,,ATLANTA,GA,30328,,,2024-09-14,11.65,,DELIVERY SERVICES,,,,,,,,,,,,,,,,,,,X
SB21B,C00873893,SB21B.1025359.39,SB21B.1025359,SB21B,ORG,UPS,,,,,,55 GLENLAKE PARKWAY NE,,ATLANTA,GA,30328,,,2024-09-19,34.33,,DELIVERY SERVICES,,,,,,,,,,,,,,,,,,,X
SB21B,C00873893,SB21B.1025359.40,SB21B.1025359,SB21B,ORG,UPS,,,,,,55 GLENLAKE PARKWAY NE,,ATLANTA,GA,30328,,,2024-09-19,27.95,,DELIVERY SERVICES,,,,,,,,,,,,,,,,,,,X
SB21B,C00873893,SB21B.1025359.41,SB21B.1025359,SB21B,ORG,UPS,,,,,,55 GLENLAKE PARKWAY NE,,ATLANTA,GA,30328,,,2024-09-21,38.58,,DELIVERY SERVICES,,,,,,,,,,,,,,,,,,,X
SB21B,C00873893,SB21B.1025359.42,SB21B.1025359,SB21B,ORG,UPS,,,,,,55 GLENLAKE PARKWAY NE,,ATLANTA,GA,30328,,,2024-09-22,11.81,,DELIVERY SERVICES,,,,,,,,,,,,,,,,,,,X
SB21B,C00873893,SB21B.1025359.43,SB21B.1025359,SB21B,ORG,UPS,,,,,,55 GLENLAKE PARKWAY NE,,ATLANTA,GA,30328,,,2024-09-25,38.58,,DELIVERY SERVICES,,,,,,,,,,,,,,,,,,,X
SB21B,C00873893,SB21B.1025359.44,SB21B.1025359,SB21B,ORG,UPS,,,,,,55 GLENLAKE PARKWAY NE,,ATLANTA,GA,30328,,,2024-09-28,38.58,,DELIVERY SERVICES,,,,,,,,,,,,,,,,,,,X
SB21B,C00873893,SB21B.1025359.45,SB21B.1025359,SB21B,ORG,UPS,,,,,,55 GLENLAKE PARKWAY NE,,ATLANTA,GA,30328,,,2024-09-28,34.33,,DELIVERY SERVICES,,,,,,,,,,,,,,,,,,,X
SB21B,C00873893,SB21B.1024355,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70113,,,2024-10-02,2661.26,,MERCHANT FEES
SB21B,C00873893,SB21B.1024430,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70113,,,2024-10-02,3339.94,,MERCHANT FEES
SB21B,C00873893,SB21B.1026376,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70113,,,2024-10-08,3608.41,,MERCHANT FEES
SB21B,C00873893,SB21B.1027329,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70113,,,2024-10-09,3683.61,,MERCHANT FEES
SB21B,C00873893,SB21B.1027556,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70113,,,2024-10-10,3690.59,,MERCHANT FEES
SB21B,C00873893,SB21B.1028591,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70113,,,2024-10-15,4341.51,,MERCHANT FEES
SB21B,C00873893,SB21B.1025376,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70113,,,2024-10-04,4401.77,,MERCHANT FEES
SB21B,C00873893,SB21B.1027426,,,ORG,APEX STRATEGIES LLC,,,,,,907 CHURCH STREET,,ALEXANDRIA,VA,22314,,,2024-10-08,3415.95,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1028557,,,ORG,APEX STRATEGIES LLC,,,,,,907 CHURCH STREET,,ALEXANDRIA,VA,22314,,,2024-10-11,4438.89,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1024360,,,ORG,APEX STRATEGIES LLC,,,,,,907 CHURCH STREET,,ALEXANDRIA,VA,22314,,,2024-10-01,5971.67,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1029279,,,ORG,APEX STRATEGIES LLC,,,,,,907 CHURCH STREET,,ALEXANDRIA,VA,22314,,,2024-10-16,8551.63,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1027583,,,ORG,APEX STRATEGIES LLC,,,,,,907 CHURCH STREET,,ALEXANDRIA,VA,22314,,,2024-10-09,8596.68,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1028834,,,ORG,APEX STRATEGIES LLC,,,,,,907 CHURCH STREET,,ALEXANDRIA,VA,22314,,,2024-10-15,12761.06,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1024855,,,ORG,APEX STRATEGIES LLC,,,,,,907 CHURCH STREET,,ALEXANDRIA,VA,22314,,,2024-10-02,14810.10,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1025477,,,ORG,APEX STRATEGIES LLC,,,,,,907 CHURCH STREET,,ALEXANDRIA,VA,22314,,,2024-10-03,16855.59,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1026336,,,ORG,APEX STRATEGIES LLC,,,,,,907 CHURCH STREET,,ALEXANDRIA,VA,22314,,,2024-10-07,22361.52,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1026148,,,ORG,APEX STRATEGIES LLC,,,,,,907 CHURCH STREET,,ALEXANDRIA,VA,22314,,,2024-10-04,37739.56,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1027970,,,ORG,APEX STRATEGIES LLC,,,,,,907 CHURCH STREET,,ALEXANDRIA,VA,22314,,,2024-10-10,38296.60,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1028835,,,ORG,A-TEAM DIGITAL,,,,,,PO BOX 524,,ALEXANDRIA,VA,22313,,,2024-10-15,23944.60,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1024856,,,ORG,A-TEAM DIGITAL,,,,,,PO BOX 524,,ALEXANDRIA,VA,22313,,,2024-10-02,6438.79,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1024361,,,ORG,A-TEAM DIGITAL,,,,,,PO BOX 524,,ALEXANDRIA,VA,22313,,,2024-10-01,10643.95,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1027427,,,ORG,A-TEAM DIGITAL,,,,,,PO BOX 524,,ALEXANDRIA,VA,22313,,,2024-10-08,11266.08,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1025478,,,ORG,A-TEAM DIGITAL,,,,,,PO BOX 524,,ALEXANDRIA,VA,22313,,,2024-10-03,20163.91,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1027584,,,ORG,A-TEAM DIGITAL,,,,,,PO BOX 524,,ALEXANDRIA,VA,22313,,,2024-10-09,32032.93,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1028558,,,ORG,A-TEAM DIGITAL,,,,,,PO BOX 524,,ALEXANDRIA,VA,22313,,,2024-10-11,32068.18,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1026337,,,ORG,A-TEAM DIGITAL,,,,,,PO BOX 524,,ALEXANDRIA,VA,22313,,,2024-10-07,32645.89,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1029280,,,ORG,A-TEAM DIGITAL,,,,,,PO BOX 524,,ALEXANDRIA,VA,22313,,,2024-10-16,36980.43,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1026149,,,ORG,A-TEAM DIGITAL,,,,,,PO BOX 524,,ALEXANDRIA,VA,22313,,,2024-10-04,59364.78,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1027971,,,ORG,A-TEAM DIGITAL,,,,,,PO BOX 524,,ALEXANDRIA,VA,22313,,,2024-10-10,109260.74,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1026045,,,ORG,AUTHORIZE.NET,,,,,,P.O. BOX 8999,,SAN FRANCISCO,CA,94128,,,2024-10-02,690.55,,MERCHANT FEES
SB21B,C00873893,SB21B.1025426,,,ORG,BARAKKAT LLC,,,,,,1430 US HIGHWAY 206,STE 240,BEDMINSTER,NJ,07921,,,2024-10-04,13500.00,,DIGITAL CONSULTING
SB21B,C00873893,SB21B.1027164,,,ORG,BCVM SERVICES LLC,,,,,,1512 E BROWARD BLVD,UNIT 104B,FORT LAUDERDALE,FL,33301,,,2024-10-11,7400.00,,DIGITAL CONSULTING
SB21B,C00873893,SB21B.1028836,,,ORG,"BELIEVE MEDIA, LLC",,,,,,41898 BENINGBROUGH PL,,LEESBURG,VA,20176,,,2024-10-15,773.69,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1027428,,,ORG,"BELIEVE MEDIA, LLC",,,,,,41898 BENINGBROUGH PL,,LEESBURG,VA,20176,,,2024-10-08,1144.15,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1027972,,,ORG,"BELIEVE MEDIA, LLC",,,,,,41898 BENINGBROUGH PL,,LEESBURG,VA,20176,,,2024-10-10,1374.54,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1026338,,,ORG,"BELIEVE MEDIA, LLC",,,,,,41898 BENINGBROUGH PL,,LEESBURG,VA,20176,,,2024-10-07,1416.28,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1028559,,,ORG,"BELIEVE MEDIA, LLC",,,,,,41898 BENINGBROUGH PL,,LEESBURG,VA,20176,,,2024-10-11,1421.63,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1025479,,,ORG,"BELIEVE MEDIA, LLC",,,,,,41898 BENINGBROUGH PL,,LEESBURG,VA,20176,,,2024-10-03,1624.74,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1027585,,,ORG,"BELIEVE MEDIA, LLC",,,,,,41898 BENINGBROUGH PL,,LEESBURG,VA,20176,,,2024-10-09,1638.16,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1026150,,,ORG,"BELIEVE MEDIA, LLC",,,,,,41898 BENINGBROUGH PL,,LEESBURG,VA,20176,,,2024-10-04,10530.21,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1029281,,,ORG,"BELIEVE MEDIA, LLC",,,,,,41898 BENINGBROUGH PL,,LEESBURG,VA,20176,,,2024-10-16,3762.65,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1024362,,,ORG,BETTER MOUSETRAP DIGITAL,,,,,,6501 RED HOOK PLAZA,SUITE 201 PMB 927,ST. THOMAS,VI,00802,,,2024-10-01,16610.25,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1024857,,,ORG,BETTER MOUSETRAP DIGITAL,,,,,,6501 RED HOOK PLAZA,SUITE 201 PMB 927,ST. THOMAS,VI,00802,,,2024-10-02,20257.71,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1029282,,,ORG,BETTER MOUSETRAP DIGITAL,,,,,,6501 RED HOOK PLAZA,SUITE 201 PMB 927,ST. THOMAS,VI,00802,,,2024-10-16,23294.35,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1028837,,,ORG,BETTER MOUSETRAP DIGITAL,,,,,,6501 RED HOOK PLAZA,SUITE 201 PMB 927,ST. THOMAS,VI,00802,,,2024-10-15,25824.19,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1026339,,,ORG,BETTER MOUSETRAP DIGITAL,,,,,,6501 RED HOOK PLAZA,SUITE 201 PMB 927,ST. THOMAS,VI,00802,,,2024-10-07,30053.24,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1028560,,,ORG,BETTER MOUSETRAP DIGITAL,,,,,,6501 RED HOOK PLAZA,SUITE 201 PMB 927,ST. THOMAS,VI,00802,,,2024-10-11,34966.58,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1027586,,,ORG,BETTER MOUSETRAP DIGITAL,,,,,,6501 RED HOOK PLAZA,SUITE 201 PMB 927,ST. THOMAS,VI,00802,,,2024-10-09,35865.37,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1027429,,,ORG,BETTER MOUSETRAP DIGITAL,,,,,,6501 RED HOOK PLAZA,SUITE 201 PMB 927,ST. THOMAS,VI,00802,,,2024-10-08,45063.27,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1025480,,,ORG,BETTER MOUSETRAP DIGITAL,,,,,,6501 RED HOOK PLAZA,SUITE 201 PMB 927,ST. THOMAS,VI,00802,,,2024-10-03,46572.07,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1026151,,,ORG,BETTER MOUSETRAP DIGITAL,,,,,,6501 RED HOOK PLAZA,SUITE 201 PMB 927,ST. THOMAS,VI,00802,,,2024-10-04,48557.19,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1027973,,,ORG,BETTER MOUSETRAP DIGITAL,,,,,,6501 RED HOOK PLAZA,SUITE 201 PMB 927,ST. THOMAS,VI,00802,,,2024-10-10,89205.71,,FUNDRAISING FEES
SB21B,C00873893,SB21B.134632750,,,IND,,BHASIN,AMMAN,,,,2224 DOLPHIN LANE,,HOLBROOK,NY,11741,,,2024-10-01,250.00,,250.00 USDC RECEIVED NOT LIQUIDATED
SB21B,C00873893,SB21B.137591161,,,IND,,BHASIN,AMMAN,,,,2224 DOLPHIN LANE,,HOLBROOK,NY,11741,,,2024-10-16,250.00,,250.00 USDC RECEIVED NOT LIQUIDATED
SB21B,C00873893,SB21B.1029283,,,ORG,"CAMPAIGN DATA GROUP, LLC",,,,,,1281 TALLADEGA HWY,,SYLACAUGA,AL,35150,,,2024-10-16,11920.08,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1024363,,,ORG,"CAMPAIGN DATA GROUP, LLC",,,,,,1281 TALLADEGA HWY,,SYLACAUGA,AL,35150,,,2024-10-01,5068.10,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1024858,,,ORG,"CAMPAIGN DATA GROUP, LLC",,,,,,1281 TALLADEGA HWY,,SYLACAUGA,AL,35150,,,2024-10-02,5749.67,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1028838,,,ORG,"CAMPAIGN DATA GROUP, LLC",,,,,,1281 TALLADEGA HWY,,SYLACAUGA,AL,35150,,,2024-10-15,9964.91,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1028561,,,ORG,"CAMPAIGN DATA GROUP, LLC",,,,,,1281 TALLADEGA HWY,,SYLACAUGA,AL,35150,,,2024-10-11,13486.44,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1026152,,,ORG,"CAMPAIGN DATA GROUP, LLC",,,,,,1281 TALLADEGA HWY,,SYLACAUGA,AL,35150,,,2024-10-04,14560.92,,FUNDRAISING FEES
