form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00890913,SB21B.12,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,"1776 WILSON BLVD, SUITE 530",,ARLINGTON,VA,22219,,,2024-10-28,3376.00,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00890913,SB21B.13,,,ORG,CHAIN BRIDGE BANK,,,,,,1445-A LAUGHLIN AVE,,MCLEAN,VA,22101,,,2024-10-29,75.00,,BANK FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00890913,SB21B.14,,,ORG,"ONMESSAGE, INC.",,,,,,"716 GIDDINGS AVE, #41",,ANNAPOLIS,MD,21401,,,2024-10-29,688539.92,,MEDIA PLACEMENT / MEDIA CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00890913,SB21B.15,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,"1776 WILSON BLVD, SUITE 530",,ARLINGTON,VA,22219,,,2024-10-29,6400.00,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00890913,SB21B.16,,,ORG,CHAIN BRIDGE BANK,,,,,,1445-A LAUGHLIN AVE,,MCLEAN,VA,22101,,,2024-10-30,25.00,,BANK FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00890913,SB21B.17,,,ORG,CROSBY OTTENHOFF GROUP,,,,,,421 OFFICE PARK DRIVE,,MOUNTAIN BROOK,AL,35223,,,2024-10-30,5000.00,,COMPLIANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00890913,SB21B.18,,,ORG,"ONMESSAGE, INC.",,,,,,"716 GIDDINGS AVE, #41",,ANNAPOLIS,MD,21401,,,2024-10-30,293475.00,,MEDIA PLACEMENT / MEDIA CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00890913,SB21B.19,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,"1776 WILSON BLVD, SUITE 530",,ARLINGTON,VA,22219,,,2024-10-30,7733.34,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00890913,SB21B.20,,,ORG,CHAIN BRIDGE BANK,,,,,,1445-A LAUGHLIN AVE,,MCLEAN,VA,22101,,,2024-10-31,25.00,,BANK FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00890913,SB21B.21,,,ORG,"ONMESSAGE, INC.",,,,,,"716 GIDDINGS AVE, #41",,ANNAPOLIS,MD,21401,,,2024-10-31,343150.00,,MEDIA PLACEMENT / MEDIA CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00890913,SB21B.22,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,"1776 WILSON BLVD, SUITE 530",,ARLINGTON,VA,22219,,,2024-10-31,368.00,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00890913,SB21B.23,,,ORG,CHAIN BRIDGE BANK,,,,,,1445-A LAUGHLIN AVE,,MCLEAN,VA,22101,,,2024-11-01,25.00,,BANK FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00890913,SB21B.24,,,ORG,"ONMESSAGE, INC.",,,,,,"716 GIDDINGS AVE, #41",,ANNAPOLIS,MD,21401,,,2024-11-01,180085.00,,MEDIA PLACEMENT / MEDIA CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00890913,SB21B.25,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,"1776 WILSON BLVD, SUITE 530",,ARLINGTON,VA,22219,,,2024-11-01,6720.00,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00890913,SB21B.26,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,"1776 WILSON BLVD, SUITE 530",,ARLINGTON,VA,22219,,,2024-11-04,160.00,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00890913,SB21B.27,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,"1776 WILSON BLVD, SUITE 530",,ARLINGTON,VA,22219,,,2024-11-05,480.00,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00890913,SB21B.29,,,ORG,CHAIN BRIDGE BANK,,,,,,1445-A LAUGHLIN AVE,,MCLEAN,VA,22101,,,2024-11-12,2.50,,BANK FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00890913,SB21B.30,,,PTY,NRSC,,,,,,425 2ND ST NE,,WASHINGTON,DC,20002,,,2024-11-12,522000.00,,MEDIA PLACEMENT,,C00027466,,,,,,,,,,,  ,,,,,,,
SB21B,C00890913,SB21B.31,SB21B.30,,ORG,"ONMESSAGE, INC.",,,,,,"716 GIDDINGS AVE, #41",,ANNAPOLIS,MD,21401,,,2024-11-12,522000.00,,MEDIA PLACEMENT,,,,,,,,,,,,,  ,,,,,,X,
