form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00504530,SB.52,,,ORG,First National Bank,,,,,,P.O. Box 2557,,Omaha,NE,68103,,,2024-02-02,2072.53,,Credit card payment - see memo entries,001,,,,,,,,,,,,  ,,,,,,,
SB29,C00504530,SB.57,SB.52,,ORG,Go Daddy.com,,,,,,14455 North Hayden Road,Suite 219,Scottsdale,AZ,85260,,,2024-02-02,444.08,,Domain name services,001,,,,,,,,,,,,  ,,,,,,X,
SB29,C00504530,SB.55,SB.52,,ORG,Microsoft,,,,,,One Microsoft Way,,Redmond,WA,98052,,,2024-02-02,444.14,,Computer services,001,,,,,,,,,,,,  ,,,,,,X,
SB29,C00504530,SB.58,SB.52,,ORG,WinRed Technical Services,,,,,,1776 Wilson Blvd.,Suite 530,Arlington,VA,22209,,,2024-02-02,99.00,,Merchant services,001,,,,,,,,,,,,  ,,,,,,X,
SB29,C00504530,SB.56,SB.52,,ORG,WP Engine,,,,,,504 Lavaca Street,Suite 1000,Austin,TX,78701,,,2024-02-02,850.00,,Computer services,001,,,,,,,,,,,,  ,,,,,,X,
SB29,C00504530,SB.21,,,ORG,Right Country Lists,,,,,,117 North Saint Asaph Street,,Alexandria,VA,22314,,,2024-02-02,34.00,,Fundraising consulting,003,,,,,,,,,,,,  ,,,,,,,
SB29,C00504530,SB.23,,,ORG,WinRed Technical Services,,,,,,1776 Wilson Blvd.,Suite 530,Arlington,VA,22209,,,2024-02-02,24.74,,Merchant fee,003,,,,,,,,,,,,  ,,,,,,,
SB29,C00504530,SB.27,,,ORG,Right Country Lists,,,,,,117 North Saint Asaph Street,,Alexandria,VA,22314,,,2024-02-05,51.00,,Fundraising consulting,003,,,,,,,,,,,,  ,,,,,,,
SB29,C00504530,SB.25,,,ORG,WinRed Technical Services,,,,,,1776 Wilson Blvd.,Suite 530,Arlington,VA,22209,,,2024-02-05,59.29,,Merchant fee,003,,,,,,,,,,,,  ,,,,,,,
SB29,C00504530,SB.49,,,ORG,WPA Intelligence,,,,,,1319 Classen Drive,,Oklahoma City,OK,73103,,,2024-02-06,27500.00,,Modeling,005,,,,,,,,,,,,  ,,,,,,,
SB29,C00504530,SB.45,,,ORG,Deep Root Analytics LLC,,,,,,1776 Wilson Blvd.,Suite 530,Arlington,VA,22209,,,2024-02-07,150000.00,,Media Analytics,001,,,,,,,,,,,,  ,,,,,,,
SB29,C00504530,SB.32,,,ORG,WinRed Technical Services,,,,,,1776 Wilson Blvd.,Suite 530,Arlington,VA,22209,,,2024-02-07,81.90,,Merchant fee,003,,,,,,,,,,,,  ,,,,,,,
SB29,C00504530,SB.46,,,ORG,CNA Insurance,,,,,,P.O. Box 790094,,St. Loius,MO,63179,,,2024-02-08,1307.00,,Insurance premium,001,,,,,,,,,,,,  ,,,,,,,
SB29,C00504530,SB.33,,,ORG,WinRed Technical Services,,,,,,1776 Wilson Blvd.,Suite 530,Arlington,VA,22209,,,2024-02-08,97.46,,Merchant fee,003,,,,,,,,,,,,  ,,,,,,,
SB29,C00504530,SB.34,,,ORG,WinRed Technical Services,,,,,,1776 Wilson Blvd.,Suite 530,Arlington,VA,22209,,,2024-02-08,27.45,,Merchant fee,003,,,,,,,,,,,,  ,,,,,,,
SB29,C00504530,SB.50,,,ORG,Red Oak Strategic LLC,,,,,,312 Calvert Ave.,,Alexandria,VA,22301,,,2024-02-09,33500.00,,Modeling,005,,,,,,,,,,,,  ,,,,,,,
SB29,C00504530,SB.37,,,ORG,WinRed Technical Services,,,,,,1776 Wilson Blvd.,Suite 530,Arlington,VA,22209,,,2024-02-09,9.08,,Merchant fee,003,,,,,,,,,,,,  ,,,,,,,
SB29,C00504530,SB.64,,,IND,,Conston,Daniel,,,,1747 Pennsylvania Ave. NW,5th Floor,Washington,DC,20006,,,2024-02-12,3064.79,,Travel reimbursement - see memo entry,002,,,,,,,,,,,,  ,,,,,,,
SB29,C00504530,SB.65,SB.64,,ORG,American Airlines,,,,,,P.O. Box 619616,,DFW Airport,TX,75261,,,2024-02-12,1296.50,,Air travel services,002,,,,,,,,,,,,  ,,,,,,X,
SB29,C00504530,SB.66,SB.64,,ORG,Four Seasons Resort,,,,,,1165 Leslie Street,,"Toronto, ON M3C 2K8",,,,,2024-02-12,981.86,,Lodging,002,,,,,,,,,,,,  ,,,,,,X,
SB29,C00504530,SB.67,SB.64,,ORG,Marriott,,,,,,7750 Wisconsin Ave,,Bethesda,MD,20814,,,2024-02-12,760.90,,Lodging,002,,,,,,,,,,,,  ,,,,,,X,
SB29,C00504530,SB.40,,,ORG,WinRed Technical Services,,,,,,1776 Wilson Blvd.,Suite 530,Arlington,VA,22209,,,2024-02-12,73.12,,Merchant fee,003,,,,,,,,,,,,  ,,,,,,,
SB29,C00504530,SB.42,,,ORG,WinRed Technical Services,,,,,,1776 Wilson Blvd.,Suite 530,Arlington,VA,22209,,,2024-02-13,10.96,,Merchant fee,003,,,,,,,,,,,,  ,,,,,,,
SB29,C00504530,SB.44,,,ORG,WinRed Technical Services,,,,,,1776 Wilson Blvd.,Suite 530,Arlington,VA,22209,,,2024-02-14,8.20,,Merchant fee,003,,,,,,,,,,,,  ,,,,,,,
SB29,C00504530,SB.76,,,ORG,WinRed Technical Services,,,,,,1776 Wilson Blvd.,Suite 530,Arlington,VA,22209,,,2024-02-14,0.32,,Merchant fee,003,,,,,,,,,,,,  ,,,,,,,
SB29,C00504530,SB.77,,,ORG,WinRed Technical Services,,,,,,1776 Wilson Blvd.,Suite 530,Arlington,VA,22209,,,2024-02-14,69.51,,Merchant fee,003,,,,,,,,,,,,  ,,,,,,,
SB29,C00504530,SB.78,,,ORG,WinRed Technical Services,,,,,,1776 Wilson Blvd.,Suite 530,Arlington,VA,22209,,,2024-02-14,1.61,,Merchant fee,003,,,,,,,,,,,,  ,,,,,,,
