form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00630707,500200984,,,ORG,3I LLC,,,,,,23 Upland Rd,Ste 1,Cambridge,MA,021402717,,,2024-11-27,15001.00,0.00,Telemarketing Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00630707,500201997,500201999,SB21B,ORG,Uber Technologies Inc,,,,,,800 Market St,,San Francisco,CA,941023033,,,2024-12-09,111.12,0.00,Travel & Meals,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00630707,500202100,,,ORG,"Premier Political Compliance, Inc.",,,,,,1032 15th St NW,Ste 247,Washington,DC,200051502,,,2024-12-19,3021.84,0.00,Compliance Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00630707,500202102,,,ORG,"Salesberry Group, LLC",,,,,,2045 W Grand Ave,Ste B31638,Chicago,IL,606121576,,,2024-12-19,264.51,0.00,Subscriptions,,,,,,,,,,,,,,,,,,,,
SB21B,C00630707,500200981,,,ORG,U. S. Postal Service,,,,,,2000 14th St NW,Ste 104,Washington,DC,200095093,,,2024-11-26,2.62,0.00,Postage,,,,,,,,,,,,,,,,,,,,
SB21B,C00630707,500200982,,,ORG,U. S. Postal Service,,,,,,2000 14th St NW,Ste 104,Washington,DC,200095093,,,2024-11-26,5.24,0.00,Postage,,,,,,,,,,,,,,,,,,,,
SB21B,C00630707,500200992,,,ORG,U. S. Postal Service,,,,,,2000 14th St NW,Ste 104,Washington,DC,200095093,,,2024-12-03,0.87,0.00,Postage,,,,,,,,,,,,,,,,,,,,
SB21B,C00630707,500200993,,,ORG,U. S. Postal Service,,,,,,2000 14th St NW,Ste 104,Washington,DC,200095093,,,2024-12-03,0.87,0.00,Postage,,,,,,,,,,,,,,,,,,,,
SB21B,C00630707,500200994,,,ORG,U. S. Postal Service,,,,,,2000 14th St NW,Ste 104,Washington,DC,200095093,,,2024-12-04,2.62,0.00,Postage,,,,,,,,,,,,,,,,,,,,
SB21B,C00630707,500200996,,,ORG,U. S. Postal Service,,,,,,2000 14th St NW,Ste 104,Washington,DC,200095093,,,2024-12-06,4.37,0.00,Postage,,,,,,,,,,,,,,,,,,,,
SB21B,C00630707,500200997,,,ORG,U. S. Postal Service,,,,,,2000 14th St NW,Ste 104,Washington,DC,200095093,,,2024-12-09,1.75,0.00,Postage,,,,,,,,,,,,,,,,,,,,
SB21B,C00630707,500200998,,,ORG,U. S. Postal Service,,,,,,2000 14th St NW,Ste 104,Washington,DC,200095093,,,2024-12-10,5.25,0.00,Postage,,,,,,,,,,,,,,,,,,,,
SB21B,C00630707,500202090,,,ORG,U. S. Postal Service,,,,,,2000 14th St NW,Ste 104,Washington,DC,200095093,,,2024-12-16,6.12,0.00,Postage,,,,,,,,,,,,,,,,,,,,
SB21B,C00630707,500202092,,,ORG,U. S. Postal Service,,,,,,2000 14th St NW,Ste 104,Washington,DC,200095093,,,2024-12-17,1.75,0.00,Postage,,,,,,,,,,,,,,,,,,,,
SB21B,C00630707,500202093,,,ORG,U. S. Postal Service,,,,,,2000 14th St NW,Ste 104,Washington,DC,200095093,,,2024-12-17,2.62,0.00,Postage,,,,,,,,,,,,,,,,,,,,
SB21B,C00630707,500202095,,,ORG,U. S. Postal Service,,,,,,2000 14th St NW,Ste 104,Washington,DC,200095093,,,2024-12-17,2.62,0.00,Postage,,,,,,,,,,,,,,,,,,,,
SB21B,C00630707,500202104,,,ORG,U. S. Postal Service,,,,,,2000 14th St NW,Ste 104,Washington,DC,200095093,,,2024-12-20,1.75,0.00,Postage,,,,,,,,,,,,,,,,,,,,
SB21B,C00630707,500202111,,,ORG,U. S. Postal Service,,,,,,2000 14th St NW,Ste 104,Washington,DC,200095093,,,2024-12-24,2.62,0.00,Postage,,,,,,,,,,,,,,,,,,,,
SB21B,C00630707,500202112,,,ORG,U. S. Postal Service,,,,,,2000 14th St NW,Ste 104,Washington,DC,200095093,,,2024-12-24,3.50,0.00,Postage,,,,,,,,,,,,,,,,,,,,
SB21B,C00630707,500202113,,,ORG,U. S. Postal Service,,,,,,2000 14th St NW,Ste 104,Washington,DC,200095093,,,2024-12-26,6.12,0.00,Postage,,,,,,,,,,,,,,,,,,,,
SB21B,C00630707,500202114,,,ORG,U. S. Postal Service,,,,,,2000 14th St NW,Ste 104,Washington,DC,200095093,,,2024-12-27,3.50,0.00,Postage,,,,,,,,,,,,,,,,,,,,
SB21B,C00630707,500202116,,,ORG,U. S. Postal Service,,,,,,2000 14th St NW,Ste 104,Washington,DC,200095093,,,2024-12-31,0.87,0.00,Postage,,,,,,,,,,,,,,,,,,,,
