form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00806612,SB21B.I5097,,,ORG,ONMESSAGE DIGITAL FUNDRAISING,,,,,,705 MELVIN AVE #105,,ANNAPOLIS,MD,21401,,,2024-01-10,64.21,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5133,,,ORG,RIGHT COUNTRY LISTS,,,,,,117 N SAINT ASAPH ST,,ALEXANDRIA,VA,22314,,,2024-01-10,394.25,,DIGITAL FUNDRAISING CONSULTING / LIST RENTAL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5150,,,ORG,RIGHT RAIL LIST CO,,,,,,817 SLATERS LANE,,ALEXANDRIA,VA,22314,,,2024-01-10,45.00,,DIGITAL FUNDRAISING CONSULTING / LIST RENTAL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5180,,,ORG,"WIN RED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-01-10,69.84,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I4994,,,ORG,BETTER MOUSETRAP DIGITAL,,,,,,6501 RED HOOK PLAZA,SUITE 201,ST. THOMAS,VI,00802,,,2024-01-11,548.02,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5098,,,ORG,ONMESSAGE DIGITAL FUNDRAISING,,,,,,705 MELVIN AVE #105,,ANNAPOLIS,MD,21401,,,2024-01-11,63.92,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5134,,,ORG,RIGHT COUNTRY LISTS,,,,,,117 N SAINT ASAPH ST,,ALEXANDRIA,VA,22314,,,2024-01-11,547.80,,DIGITAL FUNDRAISING CONSULTING / LIST RENTAL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5151,,,ORG,RIGHT RAIL LIST CO,,,,,,817 SLATERS LANE,,ALEXANDRIA,VA,22314,,,2024-01-11,8.50,,DIGITAL FUNDRAISING CONSULTING / LIST RENTAL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5181,,,ORG,"WIN RED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-01-11,58.87,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5207,,,ORG,AMERICAN EXPRESS,,,,,,200 VESEY STREET,,NEW YORK,NY,10285,,,2024-01-12,9030.55,,CREDIT CARD PAYMENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5212,SB21B.I5207,,ORG,DELTA AIRLINES,,,,,,CORPORATE HQ ,1030 DELTA BLVD,ATLANTA,GA,30320,,,2024-01-12,787.60,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00806612,SB21B.I5213,SB21B.I5207,,ORG,FEDEX,,,,,,CORPORATE HQ,942 SOUTH SHADY GROVE RD,MEMPHIS,TN,38120,,,2024-01-12,83.38,,DELIVERY SERVICE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00806612,SB21B.I5214,SB21B.I5207,,ORG,GRAND RAPIDS CAR SERVICE,,,,,,1023 FULLER AVE SE,,GRAND RAPIDS,MI,49506,,,2024-01-12,576.00,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00806612,SB21B.I5215,SB21B.I5207,,ORG,IDONATEPRO,,,,,,2033 SAN ELIJO AVENUE,#203,CARDIFF BY THE SEA,CA,92007,,,2024-01-12,350.00,,SOFTWARE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00806612,SB21B.I5216,SB21B.I5207,,ORG,MASTRO DC,,,,,,600 13TH STREET NW,,WASHINGTON,DC,20005,,,2024-01-12,6805.77,,FOOD / BEVERAGE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00806612,SB21B.I5217,SB21B.I5207,,ORG,METRO CARS TAXI,,,,,,24957 BREST RD,,TAYLOR,MI,48180,,,2024-01-12,138.00,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00806612,SB21B.I5218,SB21B.I5207,,ORG,UBER,,,, ,,CORPORATE HQ,1515 3RD ST,SAN FRANCISCO,CA,94103,,,2024-01-12,270.55,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00806612,SB21B.I5028,,,ORG,DONORBUREAU,,,,,,1900 N CULPEPER ST,,ARINGTON,VA,22207,,,2024-01-12,79.68,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5056,,,ORG,IMGE,,,,,,"108 S WASHINGTON STREET, 2ND FLOOR",,ALEXANDRIA,VA,22314,,,2024-01-12,1.20,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5099,,,ORG,ONMESSAGE DIGITAL FUNDRAISING,,,,,,705 MELVIN AVE #105,,ANNAPOLIS,MD,21401,,,2024-01-12,32.24,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5135,,,ORG,RIGHT COUNTRY LISTS,,,,,,117 N SAINT ASAPH ST,,ALEXANDRIA,VA,22314,,,2024-01-12,143.40,,DIGITAL FUNDRAISING CONSULTING / LIST RENTAL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5152,,,ORG,RIGHT RAIL LIST CO,,,,,,817 SLATERS LANE,,ALEXANDRIA,VA,22314,,,2024-01-12,216.00,,DIGITAL FUNDRAISING CONSULTING / LIST RENTAL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5182,,,ORG,"WIN RED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-01-12,37.86,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I4995,,,ORG,BETTER MOUSETRAP DIGITAL,,,,,,6501 RED HOOK PLAZA,SUITE 201,ST. THOMAS,VI,00802,,,2024-01-16,620.50,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5029,,,ORG,DONORBUREAU,,,,,,1900 N CULPEPER ST,,ARINGTON,VA,22207,,,2024-01-16,472.41,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5057,,,ORG,IMGE,,,,,,"108 S WASHINGTON STREET, 2ND FLOOR",,ALEXANDRIA,VA,22314,,,2024-01-16,1.60,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5100,,,ORG,ONMESSAGE DIGITAL FUNDRAISING,,,,,,705 MELVIN AVE #105,,ANNAPOLIS,MD,21401,,,2024-01-16,108.31,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5136,,,ORG,RIGHT COUNTRY LISTS,,,,,,117 N SAINT ASAPH ST,,ALEXANDRIA,VA,22314,,,2024-01-16,67.50,,DIGITAL FUNDRAISING CONSULTING / LIST RENTAL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5153,,,ORG,RIGHT RAIL LIST CO,,,,,,817 SLATERS LANE,,ALEXANDRIA,VA,22314,,,2024-01-16,20.00,,DIGITAL FUNDRAISING CONSULTING / LIST RENTAL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5183,,,ORG,"WIN RED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-01-16,68.41,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I4972,,,ORG,AD VICTORIAM,,,,,,"850 S BOULDER HWY, #104",,HENDERSON,NV,89015,,,2024-01-17,8.00,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I4984,,,ORG,"BELIEVE MEDIA, LLC",,,,,,41898 BENINGBROUGH PL,,LEESBURG,VA,20176,,,2024-01-17,35.00,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I4996,,,ORG,BETTER MOUSETRAP DIGITAL,,,,,,6501 RED HOOK PLAZA,SUITE 201,ST. THOMAS,VI,00802,,,2024-01-17,1313.71,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5030,,,ORG,DONORBUREAU,,,,,,1900 N CULPEPER ST,,ARINGTON,VA,22207,,,2024-01-17,121.30,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5044,,,ORG,HICKORY DATA LLC,,,,,,PO BOX 1243,,ALEXANDRIA,VA,22313,,,2024-01-17,4.25,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5101,,,ORG,ONMESSAGE DIGITAL FUNDRAISING,,,,,,705 MELVIN AVE #105,,ANNAPOLIS,MD,21401,,,2024-01-17,134.84,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5124,,,ORG,POPACTA,,,,,,10 FAIRWAY DR.,,DEERFIELD BEACH,FL,33441,,,2024-01-17,44.00,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5137,,,ORG,RIGHT COUNTRY LISTS,,,,,,117 N SAINT ASAPH ST,,ALEXANDRIA,VA,22314,,,2024-01-17,181.80,,DIGITAL FUNDRAISING CONSULTING / LIST RENTAL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5184,,,ORG,"WIN RED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-01-17,106.81,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I4997,,,ORG,BETTER MOUSETRAP DIGITAL,,,,,,6501 RED HOOK PLAZA,SUITE 201,ST. THOMAS,VI,00802,,,2024-01-18,182.75,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5031,,,ORG,DONORBUREAU,,,,,,1900 N CULPEPER ST,,ARINGTON,VA,22207,,,2024-01-18,400.35,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5058,,,ORG,IMGE,,,,,,"108 S WASHINGTON STREET, 2ND FLOOR",,ALEXANDRIA,VA,22314,,,2024-01-18,57.72,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5085,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET #2301,,ARLINGTON,VA,22209,,,2024-01-18,12.00,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5102,,,ORG,ONMESSAGE DIGITAL FUNDRAISING,,,,,,705 MELVIN AVE #105,,ANNAPOLIS,MD,21401,,,2024-01-18,254.50,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5125,,,ORG,POPACTA,,,,,,10 FAIRWAY DR.,,DEERFIELD BEACH,FL,33441,,,2024-01-18,552.20,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5138,,,ORG,RIGHT COUNTRY LISTS,,,,,,117 N SAINT ASAPH ST,,ALEXANDRIA,VA,22314,,,2024-01-18,40.50,,DIGITAL FUNDRAISING CONSULTING / LIST RENTAL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5154,,,ORG,RIGHT RAIL LIST CO,,,,,,817 SLATERS LANE,,ALEXANDRIA,VA,22314,,,2024-01-18,37.75,,DIGITAL FUNDRAISING CONSULTING / LIST RENTAL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5185,,,ORG,"WIN RED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-01-18,226.05,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I4985,,,ORG,"BELIEVE MEDIA, LLC",,,,,,41898 BENINGBROUGH PL,,LEESBURG,VA,20176,,,2024-01-19,7.00,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I4998,,,ORG,BETTER MOUSETRAP DIGITAL,,,,,,6501 RED HOOK PLAZA,SUITE 201,ST. THOMAS,VI,00802,,,2024-01-19,24.75,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5059,,,ORG,IMGE,,,,,,"108 S WASHINGTON STREET, 2ND FLOOR",,ALEXANDRIA,VA,22314,,,2024-01-19,18.00,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5103,,,ORG,ONMESSAGE DIGITAL FUNDRAISING,,,,,,705 MELVIN AVE #105,,ANNAPOLIS,MD,21401,,,2024-01-19,52.26,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5139,,,ORG,RIGHT COUNTRY LISTS,,,,,,117 N SAINT ASAPH ST,,ALEXANDRIA,VA,22314,,,2024-01-19,16.20,,DIGITAL FUNDRAISING CONSULTING / LIST RENTAL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5155,,,ORG,RIGHT RAIL LIST CO,,,,,,817 SLATERS LANE,,ALEXANDRIA,VA,22314,,,2024-01-19,180.00,,DIGITAL FUNDRAISING CONSULTING / LIST RENTAL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5186,,,ORG,"WIN RED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-01-19,103.77,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I4999,,,ORG,BETTER MOUSETRAP DIGITAL,,,,,,6501 RED HOOK PLAZA,SUITE 201,ST. THOMAS,VI,00802,,,2024-01-22,-0.82,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5104,,,ORG,ONMESSAGE DIGITAL FUNDRAISING,,,,,,705 MELVIN AVE #105,,ANNAPOLIS,MD,21401,,,2024-01-22,18.02,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5140,,,ORG,RIGHT COUNTRY LISTS,,,,,,117 N SAINT ASAPH ST,,ALEXANDRIA,VA,22314,,,2024-01-22,45.00,,DIGITAL FUNDRAISING CONSULTING / LIST RENTAL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5156,,,ORG,RIGHT RAIL LIST CO,,,,,,817 SLATERS LANE,,ALEXANDRIA,VA,22314,,,2024-01-22,96.80,,DIGITAL FUNDRAISING CONSULTING / LIST RENTAL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5187,,,ORG,"WIN RED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-01-22,16.74,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5000,,,ORG,BETTER MOUSETRAP DIGITAL,,,,,,6501 RED HOOK PLAZA,SUITE 201,ST. THOMAS,VI,00802,,,2024-01-23,209.10,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5060,,,ORG,IMGE,,,,,,"108 S WASHINGTON STREET, 2ND FLOOR",,ALEXANDRIA,VA,22314,,,2024-01-23,4.00,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5105,,,ORG,ONMESSAGE DIGITAL FUNDRAISING,,,,,,705 MELVIN AVE #105,,ANNAPOLIS,MD,21401,,,2024-01-23,12375.29,,DIGITAL FUNDRAISING CONSULTING / P2P MESSAGING / EMAIL COMMUNICATION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5157,,,ORG,RIGHT RAIL LIST CO,,,,,,817 SLATERS LANE,,ALEXANDRIA,VA,22314,,,2024-01-23,172.50,,DIGITAL FUNDRAISING CONSULTING / LIST RENTAL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5188,,,ORG,"WIN RED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-01-23,117.06,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5015,,,ORG,CMDI,,,,,,1593 SPRING HILL ROAD,SUITE 400,TYSONS CORNER,VA,22812,,,2024-01-24,750.00,,DATABASE MANAGEMENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5020,,,ORG,COMPEL LLC,,,,,,704 KINGSTON PL,,ALEXANDRIA,VA,22302,,,2024-01-26,10000.00,,POLITICAL STRATEGY CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5120,,,ORG,ONMESSAGE INC,,,,,,716 GIDDINGS AVE #41,,ANNAPOLIS,MD,21401,,,2024-01-26,8385.46,,FUNDRAISING CONSULTING / FOOD / BEVERAGE / TRAVEL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5169,,,ORG,SANDLER & ASSOCIATES,,,,,,1600 NORMANDY RD,,CLAWSON,MI,48017,,,2024-01-26,24608.66,,FUNDRAISING CONSULTING / FOOD / BEVERAGE / MILEAGE / OFFICE SUPPLIES / TRAVEL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I4986,,,ORG,"BELIEVE MEDIA, LLC",,,,,,41898 BENINGBROUGH PL,,LEESBURG,VA,20176,,,2024-01-29,17.50,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5001,,,ORG,BETTER MOUSETRAP DIGITAL,,,,,,6501 RED HOOK PLAZA,SUITE 201,ST. THOMAS,VI,00802,,,2024-01-29,1083.66,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5032,,,ORG,DONORBUREAU,,,,,,1900 N CULPEPER ST,,ARINGTON,VA,22207,,,2024-01-29,28.25,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5045,,,ORG,HICKORY DATA LLC,,,,,,PO BOX 1243,,ALEXANDRIA,VA,22313,,,2024-01-29,0.85,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5061,,,ORG,IMGE,,,,,,"108 S WASHINGTON STREET, 2ND FLOOR",,ALEXANDRIA,VA,22314,,,2024-01-29,26.20,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5106,,,ORG,ONMESSAGE DIGITAL FUNDRAISING,,,,,,705 MELVIN AVE #105,,ANNAPOLIS,MD,21401,,,2024-01-29,299.11,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5158,,,ORG,RIGHT RAIL LIST CO,,,,,,817 SLATERS LANE,,ALEXANDRIA,VA,22314,,,2024-01-29,88.50,,DIGITAL FUNDRAISING CONSULTING / LIST RENTAL,,,,,,,,,,,,,  ,,,,,,,
