form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00785774,SB21B.4680,,,ORG,Social Lyfe LLC,,,,,,220 W. Congress St. #230,,Detroit,MI,48226,,,2023-11-03,600.00,,Website Development,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4679,,,ORG,Southwest Airlines,,,,,,2702 Love Field Dr.,,Dallas,TX,75235,,,2023-11-03,230.98,,Travel Expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4683,,,ORG,Southwest Airlines,,,,,,2702 Love Field Dr.,,Dallas,TX,75235,,,2023-11-09,182.97,,Travel Expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4698,,,ORG,Southwest Airlines,,,,,,2702 Love Field Dr.,,Dallas,TX,75235,,,2023-11-29,278.14,,Travel Expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4752,,,ORG,Southwest Airlines,,,,,,2702 Love Field Dr.,,Dallas,TX,75235,,,2023-12-26,150.01,,Travel Expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4742,,,ORG,Spirit Airlines,,,,,,2800 Executive Way #6542,,Mirimar,FL,33025,,,2023-12-18,129.79,,Travel Expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4745,,,ORG,Spirit Airlines,,,,,,2800 Executive Way #6542,,Mirimar,FL,33025,,,2023-12-18,17.50,,Travel Expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4638,,,ORG,Teck Pay,,,,,,37 Oak Crest Rd,,West Orange,NJ,07052,,,2023-10-06,211.05,,Internet Utility,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4640,,,ORG,Uber Technologies,,,,,,1455 Market St. Ste 400,,San Francisco,CA,94103,,,2023-10-10,50.91,,Travel Expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4641,,,ORG,Uber Technologies,,,,,,1455 Market St. Ste 400,,San Francisco,CA,94103,,,2023-10-10,55.93,,Travel Expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4646,,,ORG,Uber Technologies,,,,,,1455 Market St. Ste 400,,San Francisco,CA,94103,,,2023-10-10,91.89,,Travel Expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4688,,,ORG,Uber Technologies,,,,,,1455 Market St. Ste 400,,San Francisco,CA,94103,,,2023-11-17,27.99,,Travel Expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4689,,,ORG,Uber Technologies,,,,,,1455 Market St. Ste 400,,San Francisco,CA,94103,,,2023-11-17,25.95,,Travel Expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4694,,,ORG,Uber Technologies,,,,,,1455 Market St. Ste 400,,San Francisco,CA,94103,,,2023-11-20,19.98,,Travel Expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4721,,,ORG,Uber Technologies,,,,,,1455 Market St. Ste 400,,San Francisco,CA,94103,,,2023-12-07,22.31,,Travel Expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4724,,,ORG,Uber Technologies,,,,,,1455 Market St. Ste 400,,San Francisco,CA,94103,,,2023-12-08,18.96,,Travel Expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4725,,,ORG,Uber Technologies,,,,,,1455 Market St. Ste 400,,San Francisco,CA,94103,,,2023-12-08,27.39,,Travel Expenses,,,,,,,,,,,,,,,,,,,,
