form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00802389,500453893,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-08-27,-6.67,0.00,Staff time and emails for online message (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500453894,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-08-27,-6.67,0.00,Staff time and emails for online message (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500453895,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-08-27,-6.67,0.00,Staff time and emails for online message (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500453896,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-08-27,-6.66,0.00,Staff time and emails for online message (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500453897,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-08-27,-6.66,0.00,Staff time and emails for online message (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,24173207I,24173207,SA11AI,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,,,2024-08-31,12571.55,0.00,"Staff Time, Compliance and Administrative Support",,,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00802389,500453921,,,ORG,Mosaic,,,,,,4801 Viewpoint Pl,,Hyattsville,MD,207811100,,,2024-08-14,545.59,0.00,Printing,,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500453925,,,ORG,New Blue Interactive,,,,,,5138 Newport Ave,,Bethesda,MD,208163025,,,2024-08-21,6542.50,0.00,Consulting - Communications,,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500453917,,,ORG,NRDC Action Fund Inc.,,,,,,40 W 20Th St,Fl 11,New York,NY,100114231,,,2024-08-08,10.96,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,24173206I,24173206,SA11AI,ORG,NRDC Action Fund Inc.,,,,,,40 W 20Th St,Fl 11,New York,NY,100114231,,,2024-08-16,15312.75,0.00,GiveGreen consultant expenses,,,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00802389,24173205I,24173205,SA11AI,ORG,NRDC Action Fund Inc.,,,,,,40 W 20Th St,Fl 11,New York,NY,100114231,,,2024-08-29,8333.00,0.00,GiveGreen consultant expenses,,,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00802389,24173204I,24173204,SA11AI,ORG,NRDC Action Fund Inc.,,,,,,40 W 20Th St,Fl 11,New York,NY,100114231,,,2024-08-30,6319.40,0.00,Staff Time- August,,,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00802389,500453920,,,ORG,Plus Three,,,,,,2560 US Highway 22,# 266,Scotch Plains,NJ,070761529,,,2024-08-08,6250.00,0.00,Video Editing and Production,,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500453926,,,ORG,QCT Production,,,,,,2000 15Th St N,Ste 550,Arlington,VA,222012900,,,2024-08-08,41216.00,0.00,Database Services,,,,,,,,,,,,,,,,,,,,
