form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00188177,99658EE94714A18D5C2,,,CCM,Hern For Congress,,,,,,9521B Riverside Pkwy,# 350,Tulsa,OK,74137,G2024,,2024-09-30,1000.00,,2024 General,011,C00636092,Hern,H8OK01157,Hern,Kevin,R.,,,H,OK,01,,,,,,,,
SB23,C00188177,60FF4D52A086E4FEB7D,,,PAC,Jacky Rosen Victory Fund,,,,,,611 Pennsylvania Ave SE,NUM 143,Washington,DC,20003,O2024,Contribution,2024-09-30,1000.00,,2024 Contribution,011,C00772517,Jacky Rosen Victory Fund,,,,,,,,,,,,,,,,,
SB23,C00188177,3C9930AA2FCA8CEE999,,,CCM,Rosen For Nevada,,,,,,PO Box 46110,,Las Vegas,NV,89114,G2024,,2024-09-30,500.00,,Funds allocated from contribution to Jacky Rosen Victory Fund (C00772517),011,C00606939,Rosen,S8NV00156,Rosen,Jacky,,,,S,NV,,,,,,,,X,
SB23,C00188177,FCC49FF892F03FD724C,,,PAC,Smart Solutions PAC,,,,,,611 Pennsylvania Ave SE,Unit 143,Washington,DC,20003,O2024,Contribution,2024-09-30,500.00,,Funds allocated from contribution to Jacky Rosen Victory Fund (C00772517),011,C00654475,Smart Solutions PAC,,,,,,,,,,,,,,,,X,
SB23,C00188177,2E2BB216BCECAEBC5EC,,,CCM,Jasmine For Us,,,,,,PO Box 227235,,Dallas,TX,75222,G2024,,2024-09-30,1000.00,,2024 General,011,C00795450,Crockett,H2TX30178,Crockett,Jasmine,Felicia,,,H,TX,30,,,,,,,,
SB23,C00188177,1BA50D1DD90A0468955,,,CCM,Joe Morelle For Congress,,,,,,PO Box 90914,,Rochester,NY,14609,G2024,,2024-09-30,2500.00,,2024 General,011,C00675108,Morelle,H8NY25105,Morelle,Joseph,D.,,,H,NY,25,,,,,,,,
SB23,C00188177,3C826B24A26E2F25295,,,CCM,Julia Letlow For Congress,,,,,,PO Box 539,,Rayville,LA,712690539,G2024,,2024-09-30,1000.00,,2024 General,011,C00766428,Letlow,H2LA05126,Letlow,Julia,,,,H,LA,05,,,,,,,,
SB23,C00188177,7EFDE7CAAFDE13A81B7,,,CCM,Loudermilk For Congress,,,,,,PO Box 447,,Cassville,GA,30123,G2024,,2024-09-30,1000.00,,2024 General,011,C00543892,Loudermilk,H4GA11061,Loudermilk,Barry,Dean,,,H,GA,11,,,,,,,,
SB23,C00188177,6B191451DE67F5D911D,,,CCM,Schneider For Congress,,,,,,PO Box 1318,,Deerfield,IL,60015,G2024,,2024-09-30,1000.00,,2024 General,011,C00495952,Schneider,H2IL10068,Schneider,Bradley,Scott,,,H,IL,10,,,,,,,,
SB23,C00188177,BFC38459E3909F1B814,,,CCM,Scott Fitzgerald For Congress,,,,,,PO Box 484,,Oconomowoc,WI,530660484,G2024,,2024-09-30,1000.00,,2024 General,011,C00720011,Fitzgerald,H0WI05113,Fitzgerald,Scott,L.,,,H,WI,05,,,,,,,,
SB23,C00188177,77947C3A4F2BDE98ABD,,,CCM,"Steil For Wisconsin, Inc.",,,,,,1818 MILTON AVE,# 1448,JANESVILLE,WI,535451129,G2024,,2024-09-30,1750.00,,2024 General,011,C00677286,Steil,H8WI01156,Steil,Bryan,G.,,,H,WI,01,,,,,,,,
SB23,C00188177,D801A469B2CE8497DA7,,,CCM,Suozzi For Congress,,,,,,PO Box 669,,Glen Cove,NY,11542,G2024,,2024-09-30,2500.00,,2024 General,011,C00607200,Suozzi,H6NY03247,Suozzi,Thomas,R.,,,H,NY,03,,,,,,,,
SB23,C00188177,V0B47C565875F4139DC6,,,ORG,The Oorbeek Memmott Group,,,,,,3905 N Dumbarton St,,Arlington,VA,22207,G2024,,2024-09-19,750.00,,In-Kind: Fundraising Event Expenses,011,C00677286,"Steil For Wisconsin, Inc.",H8WI01156,Steil,Bryan,G.,,,H,WI,01,,,,,,,,In-Kind
SB23,C00188177,5AF0A9F6662C9B3D7D7,,,PAC,Winning For America PAC,,,,,,101 W Argonne Dr,# 24,Saint Louis,MO,63122,O2024,Contribution,2024-09-30,1000.00,,2024 Contribution,011,C00826362,Winning For America PAC,,,,,,,,,,,,,,,,,
SB23,C00188177,FCD094234A22E8A9133,,,PAC,Wolf Pack,,,,,,413 New Jersey Ave SE,,Washington,DC,20003,O2024,Contribution,2024-09-30,5000.00,,2024 Contribution,011,C00599092,Wolf Pack,,,,,,,,,,,,,,,,,
