form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00852012,SB21B.2,SB21B.1,,ORG,AMERICAN AIRLINES,,,,,,1 SKYVIEW DR,,FORT WORTH,TX,76155,,,2024-10-11,3263.91,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00852012,SB21B.3,SB21B.1,,ORG,AMTRAK ,,,,,,1 MASSACHUSETTS AVE NORTH WEST,,WASHINGTON,DC,20001,,,2024-10-11,417.00,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00852012,SB21B.4,SB21B.1,,ORG,BELL TRANS,,,,,,1900 INDUSTRIAL RD,,LAS VEGAS,NV,89102,,,2024-10-11,233.56,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00852012,SB21B.5,SB21B.1,,ORG,COMMONWEALTH,,,,,,250 EVERETT ST ,STE 1,ALLSTON,MA,02134,,,2024-10-11,5635.74,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00852012,SB21B.6,SB21B.1,,ORG,FLY LIMO SERVICE,,,,,,7061 NORTH KEDZIE AVE,,CHICAGO,IL,60645,,,2024-10-11,1260.00,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00852012,SB21B.7,SB21B.1,,ORG,GRAND GENEVA RESORT ,,,,,,7036 GRAND GENEVA WAY,,LAKE GENEVA,WI,53147,,,2024-10-11,916.73,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00852012,SB21B.9,SB21B.1,,ORG,UNITED AIRLINES,,,,,,HSCAC - 12THFLOOR 609 MAIN STREET,,HOUSTON,TX,77002,,,2024-10-11,6439.37,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00852012,SB21B.12,,,ORG,"CHALMERS, ADAMS, BACKER, & KAUFMAN, LLC",,,,,,5805 STATE BRIDGE ROAD #G77,,JOHNS CREEK,GA,30097,,,2024-10-11,1335.00,,LEGAL CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.25,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-10-13,805.44,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.26,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-10-14,144.00,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.15,,,ORG,PA TRAVEL LLC,,,,,,"999 FREEPORT ROAD, #1072",,PITTSBURGH,PA,15238,,,2024-10-15,3880.05,,TRAVEL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.11,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREETSUITE 1770,,NEW ORLEANS,LA,70112,,,2024-10-16,72.00,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.27,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-10-16,2617.57,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
