form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00859553,500696121,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,G2024,,2024-09-08,15953.17,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500697812,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,G2024,,2024-09-15,16047.39,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500703168,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,G2024,,2024-09-22,13755.46,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500703177,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-09-29,12449.70,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500707375,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-09-30,3282.13,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500691108,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,G2024,,2024-07-26,210.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500693015,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-08-28,116.25,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500703175,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,G2024,,2024-09-26,165.25,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500691124,,,ORG,Campaign Finance Consultants Inc,,,,,,750 1St St NE,Ste 1070,Washington,DC,200028008,G2024,,2024-07-30,10000.00,0.00,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500691126,,,ORG,Campaign Finance Consultants Inc,,,,,,750 1St St NE,Ste 1070,Washington,DC,200028008,G2024,,2024-07-30,411.06,0.00,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500693013,,,ORG,Campaign Finance Consultants Inc,,,,,,750 1St St NE,Ste 1070,Washington,DC,200028008,,,2024-08-27,20667.17,0.00,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,7250804I,7250804,SA11AI,IND,,Cohen,Madeleine,,,,27950 Dixon Creek Ln,,Easton,MD,216017409,,,2024-09-06,500.00,0.00,Event Equipment Rental,,,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00859553,500691117,,,ORG,Democracy Engine LLC,,,,,,2125 14Th St NW,Apt 101W,Washington,DC,200094497,G2024,,2024-07-28,46.02,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500691120,,,ORG,Democracy Engine LLC,,,,,,2125 14Th St NW,Apt 101W,Washington,DC,200094497,G2024,,2024-08-04,261.30,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500693014,,,ORG,Democracy Engine LLC,,,,,,2125 14Th St NW,Apt 101W,Washington,DC,200094497,,,2024-08-28,48.30,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500696120,,,ORG,Democracy Engine LLC,,,,,,2125 14Th St NW,Apt 101W,Washington,DC,200094497,,,2024-09-05,63.02,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500697811,,,ORG,Democracy Engine LLC,,,,,,2125 14Th St NW,Apt 101W,Washington,DC,200094497,,,2024-09-11,190.94,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500703166,,,ORG,Democracy Engine LLC,,,,,,2125 14Th St NW,Apt 101W,Washington,DC,200094497,G2024,,2024-09-19,513.02,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500703174,,,ORG,Democracy Engine LLC,,,,,,2125 14Th St NW,Apt 101W,Washington,DC,200094497,G2024,,2024-09-25,79.12,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500712560,,,ORG,Democracy Engine LLC,,,,,,2125 14Th St NW,Apt 101W,Washington,DC,200094497,,,2024-09-30,717.96,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500703163,,,ORG,Dr Soul Line Dance,,,,,,5050 Beech Pl,,Temple Hills,MD,207482004,G2024,,2024-09-18,300.00,0.00,Event Performance,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,6811238I,6811238,SA11AI,IND,,Gallagher,Matthew,,,,19 E Eager St,,Baltimore,MD,212022509,,,2024-07-23,4061.53,0.00,Catering,,,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00859553,500691127,,,ORG,Invariant LLC,,,,,,901 7Th St NW,Ste 600,Washington,DC,200014496,G2024,,2024-07-29,480.00,0.00,Site Rental,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,7611267I,7611267,SA11AI,IND,,Kohlman,Warren,,,,1845 R St NW,,Washington,DC,200091603,,,2024-09-26,1625.00,0.00,Travel,,,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00859553,6574230I,6574230,SA11C,PAC,LEAGUE OF CONSERVATION VOTERS ACTION FUND,,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,,,2024-07-10,50.00,0.00,Fundraising Services,,C00252940,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00859553,500691110,,,ORG,Martin's Catering,,,,,,7400 Greenway Center Dr,,Greenbelt,MD,207703503,G2024,,2024-08-02,15111.16,0.00,Catering,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500703167,,,ORG,Martin's Catering,,,,,,7400 Greenway Center Dr,,Greenbelt,MD,207703503,G2024,,2024-09-20,27761.32,0.00,Catering,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500703172,,,ORG,Martin's Catering,,,,,,7400 Greenway Center Dr,,Greenbelt,MD,207703503,G2024,,2024-09-25,3955.44,0.00,Catering,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500703176,,,ORG,Mother's Federal Hill Grille,,,,,,1113 S Charles St,,Baltimore,MD,212304214,G2024,,2024-09-30,3798.00,0.00,Catering,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500691128,,,ORG,"NGP VAN, Inc.",,,,,,655 15Th St NW,Ste 650,Washington,DC,200055738,G2024,,2024-07-05,106.00,0.00,Software Rental,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500691129,,,ORG,"NGP VAN, Inc.",,,,,,655 15Th St NW,Ste 650,Washington,DC,200055738,G2024,,2024-08-09,106.00,0.00,Software Rental,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500696122,,,ORG,"NGP VAN, Inc.",,,,,,655 15Th St NW,Ste 650,Washington,DC,200055738,G2024,,2024-09-06,106.00,0.00,Software Rental,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500703164,,,ORG,Occasions Catering,,,,,,655 Taylor St NE,,Washington,DC,200172063,G2024,,2024-09-18,2625.00,0.00,Catering,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500703194,,,ORG,Office Depot,,,,,,10411 Martin Luther King Jr Hwy,,Bowie,MD,207204201,,,2024-09-13,2120.00,0.00,Office Supplies,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500691157,,,IND,,Perez,Lawrence,Anthony,,,1101 Mercantile Ln,Ste 296,Upper Marlboro,MD,207745457,,,2024-08-04,500.00,0.00,Contribution Refund,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500691109,,,ORG,Relish Catering,,,,,,12159 Nebel St,,Rockville,MD,208522611,G2024,,2024-07-29,2882.00,0.00,Catering,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500703153,,,IND,,Robinson,Duane,,,,12504 Wesley House Ct,,Brandywine,MD,206137834,,,2024-09-18,500.00,0.00,Event Performance,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500691111,,,ORG,SEMBIL LLC Dba Sweet Tooth Catering,,,,,,376 Marcus Garvey Blvd,,Brooklyn,NY,112211017,G2024,,2024-08-05,2008.00,0.00,Catering,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500703173,,,ORG,Silver Branch Brewing Company,,,,,,8401 Colesville Rd,Ste 150,Silver Spring,MD,209103487,G2024,,2024-09-25,4654.50,0.00,Catering,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500697814,,,ORG,Talk To The Town,,,,,,14650 Southlawn Ln,Ste 23,Rockville,MD,208507301,,,2024-09-12,609.50,0.00,Site Rental,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500691125,,,ORG,The Pivot Group Inc,,,,,,712 H St NE,Unit 606,Washington,DC,200023627,G2024,,2024-07-29,2595.00,0.00,Printing,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500703162,,,ORG,Tommy Joe's,,,,,,7940 Norfolk Ave,,Bethesda,MD,208142562,G2024,,2024-09-18,1500.00,0.00,Catering,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500703170,,,ORG,Tommy Joe's,,,,,,7940 Norfolk Ave,,Bethesda,MD,208142562,G2024,,2024-09-24,4289.93,0.00,Catering,,,,,,,,,,,,,,,,,,,,
